,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.61,0.57,0.38,0.64,0.74,0.57,0.64,0.62,0.67,0.55,0.44,0.57,0.56,0.34,0.65,0.67,0.32,0.45
decidr.csv,0.57,0.71,0.68,0.67,0.62,0.36,0.5,0.0,0.42,0.13,0.74,0.09,0.0,0.3,0.64,0.21,0.54,0.13
elmo.csv,0.13,0.61,0.05,0.3,0.2,0.28,0.25,0.01,0.19,0.07,0.12,0.09,0.09,0.0,0.18,0.1,0.4,0.11
gpac.csv,0.51,0.24,0.62,0.57,0.7,0.48,0.55,0.35,0.35,0.56,0.48,0.67,0.17,0.49,0.55,0.64,0.55,0.34
illumination.csv,0.0,0.26,0.15,0.16,0.32,0.0,0.37,0.58,0.0,0.45,0.04,0.0,0.0,0.46,0.36,0.21,0.83,0.0
img-browse-sort.csv,0.68,0.52,0.52,0.61,0.67,0.58,0.73,0.52,0.64,0.64,0.56,0.65,0.58,0.51,0.62,0.71,0.55,0.6
jajuk.csv,0.67,0.6,0.66,0.78,0.73,0.65,0.57,0.65,0.68,0.63,0.3,0.44,0.69,0.0,0.65,0.71,0.66,0.57
ktc.csv,0.74,0.45,0.7,0.69,0.63,0.6,0.09,0.65,0.65,0.38,0.58,0.55,0.51,0.33,0.66,0.59,0.39,0.7
miranda.csv,0.57,0.0,0.62,0.23,0.16,0.0,0.3,0.0,0.2,0.46,0.36,0.19,0.0,0.09,0.72,0.0,0.33,0.71
neoengine.csv,0.57,0.17,0.65,0.74,0.69,0.38,0.74,0.3,0.54,0.67,0.66,0.09,0.4,0.59,0.6,0.61,0.53,0.13
nicepress.csv,0.61,0.68,0.42,0.61,0.73,0.5,0.5,0.3,0.73,0.78,0.69,0.32,0.21,0.5,0.46,0.64,0.44,0.49
omseek.csv,0.2,0.0,0.1,0.37,0.11,0.24,0.0,0.38,0.22,0.04,0.16,0.02,0.1,0.33,0.69,0.54,0.21,0.28
rosegarden.csv,0.78,0.57,0.24,0.74,0.69,0.63,0.4,0.54,0.72,0.67,0.54,0.6,0.44,0.4,0.66,0.69,0.07,0.68
smarttag.csv,0.69,0.66,0.37,0.7,0.37,0.65,0.58,0.42,0.65,0.63,0.59,0.56,0.52,0.65,0.59,0.58,0.64,0.63
sylpheed-claws.csv,0.38,0.0,0.33,0.21,0.24,0.0,0.0,0.55,0.3,0.0,0.47,0.66,0.71,0.21,0.0,0.0,0.13,0.09
vapor.csv,0.09,0.0,0.47,0.46,0.3,0.59,0.11,0.0,0.66,0.13,0.47,0.46,0.31,0.25,0.34,0.35,0.0,0.0
zorannt.csv,0.46,0.71,0.18,0.54,0.72,0.49,0.58,0.35,0.22,0.2,0.39,0.66,0.62,0.52,0.59,0.57,0.75,0.57
zscreen.csv,0.71,0.24,0.68,0.58,0.68,0.69,0.65,0.59,0.71,0.63,0.54,0.49,0.62,0.65,0.68,0.4,0.61,0.38
