,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.65,0.54,0.13,0.62,0.4,0.72,0.33,0.51,0.52,0.61,0.86,0.7,0.36,0.9,0.42,0.55,0.38,0.85
decidr.csv,0.48,0.51,0.49,0.49,0.66,0.89,0.81,1.0,0.86,0.97,0.23,0.98,1.0,0.92,0.69,0.95,0.75,0.97
elmo.csv,0.23,0.37,0.01,0.16,0.04,0.31,0.3,0.0,0.15,0.13,0.03,0.09,0.04,0.03,0.07,0.24,0.18,0.2
gpac.csv,0.43,0.94,0.39,0.45,0.31,0.69,0.78,0.9,0.36,0.52,0.83,0.26,0.96,0.82,0.43,0.5,0.74,0.9
illumination.csv,0.0,0.93,0.09,0.09,0.91,0.0,0.85,0.65,0.0,0.84,0.02,0.0,0.0,0.64,0.46,0.95,0.14,0.0
img-browse-sort.csv,0.39,0.78,0.34,0.23,0.43,0.63,0.3,0.78,0.41,0.51,0.43,0.57,0.63,0.79,0.35,0.18,0.71,0.62
jajuk.csv,0.67,0.42,0.63,0.17,0.6,0.59,0.44,0.65,0.48,0.29,0.92,0.85,0.56,1.0,0.54,0.58,0.57,0.77
ktc.csv,0.22,0.19,0.32,0.17,0.3,0.39,0.07,0.47,0.18,0.09,0.33,0.53,0.28,0.31,0.36,0.76,0.35,0.35
miranda.csv,0.41,0.0,0.31,0.05,0.01,0.01,0.04,1.0,0.16,0.29,0.13,0.06,1.0,0.05,0.51,0.0,0.34,0.39
neoengine.csv,0.34,0.96,0.24,0.39,0.45,0.89,0.37,0.92,0.28,0.61,0.65,0.98,0.88,0.64,0.74,0.74,0.78,0.97
nicepress.csv,0.42,0.7,0.87,0.67,0.43,0.39,0.37,0.92,0.41,0.23,0.55,0.91,0.95,0.49,0.25,0.68,0.4,0.83
omseek.csv,0.05,0.01,0.01,0.06,0.01,0.11,0.0,0.14,0.01,0.07,0.08,0.02,0.05,0.33,0.2,0.45,0.11,0.07
rosegarden.csv,0.4,0.54,0.94,0.47,0.47,0.63,0.15,0.35,0.23,0.33,0.68,0.45,0.25,0.21,0.53,0.66,0.09,0.65
smarttag.csv,0.65,0.61,0.89,0.43,0.89,0.63,0.59,0.24,0.5,0.3,0.55,0.6,0.31,0.28,0.59,0.53,0.69,0.5
sylpheed-claws.csv,0.89,1.0,0.91,0.95,0.94,1.0,1.0,0.51,0.92,1.0,0.84,0.51,0.31,0.95,1.0,1.0,0.97,0.98
vapor.csv,0.98,0.0,0.24,0.62,0.1,0.28,0.0,0.0,0.62,0.03,0.62,0.85,0.12,0.13,0.17,0.16,0.08,1.0
zorannt.csv,0.31,0.51,0.04,0.2,0.21,0.49,0.44,0.24,0.15,0.14,0.23,0.49,0.36,0.38,0.34,0.29,0.45,0.6
zscreen.csv,0.59,0.15,0.45,0.75,0.54,0.56,0.15,0.37,0.53,0.7,0.79,0.83,0.51,0.62,0.52,0.87,0.66,0.89
