,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.45,0.49,0.71,0.43,0.51,0.46,0.58,0.43,0.51,0.56,0.38,0.39,0.46,0.4,0.57,0.42,0.7,0.36
decidr.csv,0.49,0.34,0.39,0.39,0.51,0.42,0.38,0.4,0.42,0.42,0.42,0.32,0.44,0.39,0.44,0.29,0.39,0.34
elmo.csv,0.98,0.57,0.8,0.87,0.89,0.75,0.83,0.0,0.98,0.91,0.98,0.88,0.92,0.0,0.96,0.9,0.89,0.98
gpac.csv,0.56,0.53,0.48,0.51,0.59,0.52,0.43,0.39,0.81,0.63,0.37,0.51,0.44,0.43,0.67,0.46,0.43,0.37
illumination.csv,0.0,0.55,0.97,0.96,0.52,0.0,0.49,0.4,0.0,0.47,0.94,0.0,0.0,0.5,0.66,0.31,0.7,0.0
img-browse-sort.csv,0.47,0.54,0.7,0.5,0.61,0.52,0.43,0.47,0.64,0.55,0.45,0.43,0.63,0.4,0.63,0.62,0.45,0.43
jajuk.csv,0.34,0.35,0.37,0.38,0.38,0.34,0.37,0.31,0.4,0.38,0.35,0.31,0.32,0.4,0.38,0.39,0.36,0.3
ktc.csv,0.42,0.53,0.44,0.42,0.56,0.42,0.8,0.32,0.54,0.67,0.45,0.39,0.41,0.56,0.5,0.29,0.52,0.35
miranda.csv,0.49,0.0,0.5,0.97,0.8,0.0,0.77,0.4,0.98,0.57,0.72,0.92,0.44,0.67,0.51,0.0,0.63,0.37
neoengine.csv,0.51,0.51,0.48,0.38,0.49,0.4,0.43,0.4,0.64,0.45,0.37,0.32,0.44,0.43,0.45,0.35,0.37,0.35
nicepress.csv,0.46,0.5,0.44,0.42,0.44,0.5,0.56,0.39,0.47,0.52,0.39,0.34,0.44,0.58,0.73,0.38,0.58,0.34
omseek.csv,0.97,0.0,0.91,0.79,0.67,0.92,0.0,0.6,0.95,0.83,0.98,0.5,0.93,0.53,0.71,0.46,0.9,0.95
rosegarden.csv,0.39,0.41,0.45,0.39,0.52,0.39,0.65,0.46,0.53,0.47,0.4,0.42,0.47,0.69,0.51,0.38,0.86,0.33
smarttag.csv,0.36,0.4,0.44,0.43,0.52,0.35,0.39,0.44,0.42,0.47,0.4,0.37,0.39,0.5,0.45,0.39,0.35,0.33
sylpheed-claws.csv,0.35,0.5,0.43,0.38,0.49,0.41,0.35,0.46,0.4,0.42,0.35,0.34,0.44,0.38,0.43,0.28,0.34,0.35
vapor.csv,0.37,0.0,0.66,0.58,0.95,0.56,0.75,0.0,0.47,0.83,0.61,0.36,0.75,0.88,0.84,0.9,0.8,0.35
zorannt.csv,0.61,0.37,0.96,0.48,0.51,0.55,0.44,0.6,0.97,0.94,0.62,0.41,0.4,0.45,0.59,0.56,0.47,0.37
zscreen.csv,0.39,0.64,0.4,0.41,0.47,0.42,0.53,0.4,0.45,0.47,0.4,0.33,0.39,0.46,0.46,0.32,0.38,0.34
