,recall,precision,pf,pci_20,ifa,wins
bacula.csv,0.74,0.405,0.545,0.46,4.0,4
decidr.csv,0.845,0.4,0.835,0.395,3.0,2
elmo.csv,0.10500000000000001,0.385,0.14,0.89,1.5,16
gpac.csv,0.695,0.405,0.605,0.495,3.5,3
illumination.csv,0.23,0.18,0.115,0.48,11.0,0
img-browse-sort.csv,0.695,0.48,0.47,0.51,3.0,11
jajuk.csv,0.81,0.45999999999999996,0.585,0.365,1.5,8
ktc.csv,0.605,0.575,0.315,0.445,3.0,15
miranda.csv,0.275,0.48,0.14500000000000002,0.54,2.5,10
neoengine.csv,0.83,0.45999999999999996,0.6950000000000001,0.43,3.0,7
nicepress.csv,0.78,0.45999999999999996,0.52,0.45,2.5,9
omseek.csv,0.175,0.55,0.065,0.81,1.0,17
rosegarden.csv,0.69,0.53,0.45999999999999996,0.455,2.5,14
smarttag.csv,0.67,0.47,0.5700000000000001,0.4,3.0,5
sylpheed-claws.csv,0.97,0.365,0.95,0.39,5.5,1
vapor.csv,0.305,0.41,0.165,0.635,2.5,12
zorannt.csv,0.52,0.435,0.325,0.53,1.5,13
zscreen.csv,0.795,0.44,0.575,0.405,3.0,6
