,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.75,0.6,0.33,0.78,0.78,0.76,0.63,0.67,0.75,0.61,0.93,0.73,0.54,0.86,0.67,0.77,0.29,0.88
decidr.csv,0.58,0.8,0.74,0.73,0.78,0.84,0.85,1.0,0.83,1.0,0.73,0.98,1.0,0.93,0.88,1.0,0.76,0.98
elmo.csv,0.11,0.6,0.04,0.26,0.17,0.24,0.22,0.01,0.16,0.06,0.1,0.07,0.07,0.0,0.15,0.08,0.35,0.09
gpac.csv,0.5,1.0,0.62,0.57,0.7,0.56,0.87,0.94,0.31,0.58,0.89,0.66,0.98,0.86,0.55,0.69,0.76,0.83
illumination.csv,0.0,0.8,0.12,0.13,0.91,0.0,0.57,0.69,0.0,0.83,0.03,0.0,0.0,0.5,0.33,1.0,0.82,0.0
img-browse-sort.csv,0.7,0.8,0.49,0.58,0.7,0.68,0.74,0.78,0.65,0.69,0.56,0.75,0.67,0.79,0.61,0.69,0.71,0.7
jajuk.csv,0.9,0.6,0.82,0.77,0.91,0.76,0.57,0.83,0.74,0.61,0.95,0.84,0.8,1.0,0.73,0.85,0.76,0.91
ktc.csv,0.73,0.4,0.71,0.66,0.61,0.6,0.07,0.69,0.62,0.33,0.56,0.57,0.47,0.29,0.67,0.92,0.35,0.72
miranda.csv,0.57,0.0,0.61,0.19,0.13,0.0,0.26,1.0,0.17,0.42,0.31,0.16,1.0,0.07,0.82,0.0,0.29,0.74
neoengine.csv,0.55,1.0,0.63,0.78,0.74,0.96,0.78,0.97,0.51,0.81,0.84,1.0,0.96,0.71,0.88,0.92,0.82,0.98
nicepress.csv,0.62,1.0,0.95,0.78,0.78,0.48,0.48,0.94,0.78,0.78,0.79,0.91,0.98,0.5,0.42,0.85,0.41,0.91
omseek.csv,0.17,0.0,0.08,0.32,0.09,0.2,0.0,0.33,0.18,0.03,0.13,0.02,0.08,0.29,0.67,0.54,0.18,0.24
rosegarden.csv,0.84,0.6,0.99,0.82,0.74,0.76,0.35,0.52,0.71,0.67,0.65,0.61,0.4,0.36,0.73,0.92,0.06,0.89
smarttag.csv,0.91,0.8,0.94,0.74,0.87,0.8,0.65,0.38,0.7,0.61,0.64,0.62,0.49,0.64,0.67,0.62,0.88,0.67
sylpheed-claws.csv,0.97,1.0,0.97,1.0,1.0,1.0,0.91,0.57,0.95,1.0,0.92,0.73,0.71,0.93,1.0,0.92,1.0,0.99
vapor.csv,1.0,0.0,0.43,0.48,0.26,0.56,0.09,0.0,0.8,0.11,0.5,0.93,0.27,0.21,0.3,0.31,0.0,1.0
zorannt.csv,0.42,0.8,0.15,0.5,0.7,0.48,0.59,0.31,0.19,0.17,0.35,0.71,0.62,0.5,0.58,0.54,0.82,0.63
zscreen.csv,0.87,0.2,0.72,0.86,0.78,0.8,0.61,0.58,0.82,0.86,0.9,0.91,0.67,0.79,0.76,0.85,0.76,0.97
