,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.61,0.67,0.7,0.78,0.64,0.58,1.0,1.0,0.92,0.55,0.55,0.63,0.64,0.8,0.62,0.7
arcallians.csv,0.65,0.62,0.7,0.84,0.75,0.96,0.44,0.52,0.69,0.35,0.45,0.28,0.77,0.72,0.58,0.89
arianne.csv,0.7,0.94,1.0,0.96,0.98,0.92,0.81,1.0,0.9,0.95,1.0,0.99,0.97,0.94,0.62,0.97
aztec.csv,0.27,0.74,0.32,0.55,0.73,0.75,0.69,0.91,0.49,0.75,0.7,0.56,0.29,0.6,0.15,0.43
bl-toolkit.csv,0.62,0.64,0.68,0.46,1.0,0.88,0.69,1.0,0.76,1.0,1.0,0.99,0.91,0.51,0.81,1.0
clamav.csv,0.6,0.61,0.34,0.52,0.66,0.46,0.69,0.82,0.73,0.75,0.6,0.67,0.6,0.65,0.81,0.51
gnupdate.csv,0.49,0.67,0.12,0.62,0.73,0.88,0.25,0.12,0.9,0.4,0.75,0.5,0.75,0.44,0.23,0.7
les-indemodables.csv,0.75,0.56,0.94,0.54,0.55,0.62,1.0,0.97,0.53,0.5,0.5,0.42,0.45,0.61,0.73,0.68
mbse.csv,0.56,0.79,0.18,0.46,0.86,0.71,0.75,0.71,0.92,0.65,0.6,0.85,0.91,0.68,0.65,0.46
ns-3-dev-def-routing.csv,0.45,0.32,0.68,0.68,0.91,0.79,0.44,1.0,0.37,0.8,0.8,0.79,0.53,0.59,0.54,0.78
openxava.csv,0.28,0.39,0.12,0.06,0.09,0.29,0.81,0.28,0.47,0.7,0.5,0.67,0.31,0.3,0.58,0.46
phonon-vlc-mplayer.csv,0.45,0.61,0.74,0.8,0.64,0.62,0.56,1.0,0.73,0.35,0.85,0.52,0.8,0.71,0.54,0.89
qgis.csv,0.46,0.61,0.38,0.87,0.43,0.17,0.94,0.05,0.78,0.2,0.0,0.01,0.61,0.68,0.77,0.86
vars-redux.csv,0.58,0.51,0.88,0.72,0.64,0.38,0.94,1.0,0.76,0.8,0.55,0.48,0.57,0.54,0.62,0.97
xapian.csv,0.83,0.64,0.74,0.77,0.7,0.54,0.75,0.97,0.88,0.25,0.5,0.38,0.8,0.87,0.81,0.27
yafdotnet.csv,0.7,0.74,0.28,0.48,0.84,0.54,0.56,0.97,0.92,0.2,0.5,0.49,0.73,0.61,0.5,0.65
