,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.51,0.62,0.49,0.42,0.42,0.54,1.0,0.71,0.47,0.43,0.66,0.66,0.53,0.58,0.59
autowikibrowser.csv,0.4,0.7,0.59,0.67,0.71,0.54,1.02,0.54,0.64,0.44,0.61,0.69,0.4,0.6,0.56
biodwh.csv,0.49,0.45,0.6,0.44,0.57,0.49,0.87,1.08,0.52,0.9,0.68,0.71,0.63,0.31,0.48
cities3d.csv,0.67,0.75,0.7,0.41,0.98,0.9,1.0,0.96,0.87,0.88,1.0,0.77,0.58,0.65,1.0
dynalloy.csv,0.88,0.31,0.79,0.72,0.89,0.68,0.63,1.05,0.76,0.9,0.96,0.95,0.7,0.54,0.75
enzo.csv,0.81,0.79,0.85,0.94,0.91,0.89,1.0,0.37,0.96,0.31,1.02,0.87,0.95,0.93,0.84
genecys.csv,0.77,0.86,0.75,0.7,0.37,0.82,0.95,0.91,0.96,0.97,0.85,0.94,0.64,0.93,0.92
kmatplot.csv,0.34,0.73,0.73,0.63,0.98,0.97,0.88,0.89,0.91,1.0,0.7,0.96,0.74,0.69,0.51
modplug.csv,0.91,0.8,0.79,0.89,0.89,0.87,0.97,0.95,0.32,0.6,0.88,0.73,0.98,0.7,0.72
nabu-library.csv,0.73,0.77,0.77,0.93,0.95,0.58,0.68,0.28,0.43,0.94,0.73,1.01,0.83,0.87,0.62
natpad.csv,0.54,0.66,0.77,0.46,0.61,0.58,0.98,1.02,0.52,0.85,0.48,0.87,0.65,0.64,0.46
nebuladevice.csv,0.76,0.79,0.83,0.95,1.01,0.98,1.0,0.93,0.93,1.0,1.0,0.45,0.79,0.96,1.0
ossbuild.csv,0.77,0.53,0.63,0.56,0.81,0.66,0.31,1.0,0.73,0.84,0.57,0.94,0.68,0.7,0.66
xemeiah.csv,0.65,0.9,0.61,0.4,0.59,0.34,0.8,0.9,0.4,0.89,0.73,0.72,0.62,0.93,0.51
xined.csv,1.0,1.0,1.0,1.0,0.92,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,1.0,1.0
