,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.43,0.49,0.46,0.49,0.37,0.44,0.39,0.51,0.4,0.33,0.32,0.44,0.38,0.35,0.39
autowikibrowser.csv,0.41,0.4,0.36,0.34,0.3,0.38,0.31,0.39,0.33,0.33,0.35,0.32,0.42,0.3,0.34
biodwh.csv,0.56,0.84,0.61,0.8,0.36,0.53,0.49,0.99,0.47,0.55,0.4,0.55,0.72,0.68,0.4
cities3d.csv,0.57,0.77,0.53,0.59,0.0,0.91,0.0,0.96,0.86,0.92,0.0,0.36,0.64,0.4,0.0
dynalloy.csv,0.43,0.65,0.52,0.4,0.46,0.53,0.66,0.93,0.57,0.47,0.4,0.39,0.53,0.61,0.51
enzo.csv,0.4,0.37,0.41,0.32,0.42,0.39,0.36,0.46,0.38,0.34,0.41,0.32,0.39,0.32,0.42
genecys.csv,0.55,0.47,0.52,0.44,0.54,0.48,0.43,0.68,0.4,0.46,0.46,0.36,0.57,0.36,0.46
kmatplot.csv,0.53,0.55,0.45,0.47,0.0,0.75,0.97,0.94,0.83,0.0,0.83,0.31,0.53,0.4,0.44
modplug.csv,0.39,0.44,0.45,0.33,0.46,0.45,0.43,0.58,0.45,0.55,0.38,0.41,0.38,0.37,0.48
nabu-library.csv,0.49,0.65,0.84,0.98,0.67,0.54,0.6,0.53,0.48,0.57,0.83,0.9,0.74,0.95,0.47
natpad.csv,0.44,0.47,0.46,0.51,0.35,0.53,0.42,0.58,0.4,0.41,0.43,0.35,0.35,0.35,0.36
nebuladevice.csv,0.85,0.89,0.57,0.63,0.9,0.66,0.0,0.76,0.83,0.0,0.5,0.67,0.89,0.95,0.0
ossbuild.csv,0.47,0.54,0.67,0.48,0.53,0.57,0.99,0.87,0.75,0.9,0.45,0.88,0.41,0.7,0.79
xemeiah.csv,0.43,0.39,0.48,0.48,0.39,0.51,0.36,0.61,0.44,0.52,0.35,0.67,0.55,0.36,0.39
xined.csv,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0
