,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.28,0.44,0.52,0.17,0.94,0.64,0.1,0.52,0.89,0.9,0.24,0.2,0.57,0.2,0.51
autowikibrowser.csv,0.34,0.37,0.44,0.1,0.88,0.65,0.05,0.66,0.73,0.93,0.23,0.2,0.7,0.21,0.5
biodwh.csv,0.34,0.78,0.49,0.26,0.92,0.73,0.08,0.19,0.85,0.73,0.2,0.18,0.68,0.41,0.6
cities3d.csv,0.25,0.37,0.37,0.19,1.0,0.64,0.0,0.25,1.0,1.0,0.0,0.19,0.76,0.17,0.0
dynalloy.csv,0.17,0.65,0.36,0.1,0.88,0.5,0.16,0.25,0.67,0.79,0.18,0.13,0.47,0.21,0.43
enzo.csv,0.2,0.37,0.37,0.09,0.86,0.44,0.08,0.74,0.68,0.93,0.14,0.19,0.43,0.15,0.4
genecys.csv,0.17,0.36,0.36,0.11,0.96,0.48,0.13,0.46,0.68,0.79,0.17,0.15,0.54,0.14,0.41
kmatplot.csv,0.42,0.38,0.38,0.12,1.0,0.5,0.13,0.61,0.83,0.0,0.5,0.18,0.43,0.15,0.69
modplug.csv,0.19,0.38,0.39,0.09,0.88,0.47,0.13,0.5,0.89,0.9,0.21,0.19,0.45,0.15,0.47
nabu-library.csv,0.19,0.33,0.34,0.05,1.0,0.55,0.14,0.79,0.86,0.76,0.25,0.0,0.35,0.11,0.47
natpad.csv,0.29,0.4,0.38,0.15,0.9,0.57,0.13,0.42,0.79,0.8,0.3,0.17,0.55,0.19,0.58
nebuladevice.csv,0.21,0.33,0.31,0.03,0.6,0.24,0.0,0.43,0.67,0.0,0.0,0.38,0.43,0.05,0.0
ossbuild.csv,0.19,0.48,0.42,0.12,0.87,0.5,0.35,0.29,0.8,0.85,0.27,0.12,0.5,0.2,0.57
xemeiah.csv,0.22,0.36,0.42,0.18,0.91,0.72,0.12,0.49,0.9,0.73,0.22,0.21,0.58,0.14,0.54
xined.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
