,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.01,0.31,0.19,0.32,0.52,0.43,0.24,0.47,0.24,0.84
array4j.csv,0.02,0.24,0.31,0.32,0.42,0.25,0.27,0.51,0.22,0.89
beast-mcmc.csv,0.01,0.54,0.18,0.33,0.53,0.24,0.44,0.52,0.37,0.73
continuum-ide.csv,0.04,0.45,0.19,0.55,0.48,0.17,0.16,0.43,0.39,0.78
jam-daq.csv,0.02,0.67,0.38,0.19,0.67,0.22,0.5,0.5,0.42,0.86
l2j.csv,0.01,0.32,0.16,0.37,0.5,0.18,0.24,0.5,0.33,0.83
nodal.csv,0.0,0.33,0.32,0.41,0.33,0.13,0.58,0.62,0.37,0.83
projectfactory.csv,0.02,0.38,0.28,0.42,0.55,0.16,0.23,0.57,0.36,0.8
roolo.csv,0.0,0.26,0.25,0.32,0.42,0.13,0.23,0.47,0.68,0.73
