,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.9,0.67,0.76,0.76,0.62,0.41,0.82,0.96,0.87,0.61
array4j.csv,0.55,0.97,0.58,0.92,0.77,0.57,0.71,0.8,0.89,0.88
beast-mcmc.csv,0.72,0.37,0.83,0.78,0.67,0.53,0.67,0.72,0.69,0.7
continuum-ide.csv,0.23,0.7,0.8,0.39,0.73,0.87,0.89,0.82,0.71,0.91
jam-daq.csv,0.39,0.55,0.64,0.88,0.41,0.78,0.75,0.73,0.77,0.79
l2j.csv,0.74,0.64,0.82,0.6,0.73,0.7,0.77,0.8,0.74,0.47
nodal.csv,1.04,0.76,0.66,0.53,0.88,0.85,0.39,0.8,0.68,0.9
projectfactory.csv,0.5,0.57,0.63,0.55,0.6,0.75,0.88,0.57,0.7,0.55
roolo.csv,1.21,0.76,0.61,0.68,0.77,0.8,0.79,0.72,0.39,0.78
