,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.5,0.6,0.0,0.41,0.51,0.0,0.46,0.47
chaperon.csv,0.48,0.2,0.99,0.58,0.26,0.41,0.14,0.23
forester-atv.csv,0.83,0.02,0.29,0.07,0.6,0.07,0.0,0.34
gephex.csv,0.32,0.46,0.24,0.59,0.17,0.7,0.65,0.32
pokenetonline.csv,0.35,0.48,0.28,0.48,0.72,0.57,0.57,0.72
primefaces.csv,0.5,0.0,0.6,0.0,0.0,0.0,0.83,0.44
rcp-company-uibindings.csv,0.57,0.37,0.54,0.58,0.47,0.55,0.56,0.89
yarp0.csv,0.43,0.42,0.71,0.7,0.31,0.53,0.32,0.36
