,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.74,0.43,0.11,0.62,0.39,0.78,0.47,0.29,0.57,0.03,0.52,0.46,0.44,1.0
biopax.csv,0.62,0.28,0.1,0.42,0.23,0.56,0.22,0.11,0.32,0.02,0.41,0.39,0.41,1.0
gnupdate.csv,0.59,0.38,0.1,0.42,0.19,0.54,0.47,0.07,0.31,0.05,0.47,0.37,0.5,0.74
les-indemodables.csv,0.73,0.33,0.08,0.45,0.38,0.59,0.24,0.17,0.31,0.03,0.55,0.63,0.49,0.89
openxava.csv,0.81,0.3,0.2,0.48,0.17,0.44,0.16,0.1,0.25,0.06,0.65,0.52,0.56,0.7
ppcboot.csv,0.54,0.32,0.11,0.42,0.21,0.73,0.19,0.12,0.37,0.02,0.42,0.36,0.41,0.8
repositorium.csv,0.0,0.14,0.08,0.33,0.05,1.0,0.0,0.32,0.1,0.03,0.42,0.31,0.38,0.78
rsyslog.csv,0.79,0.29,0.09,0.44,0.3,0.51,0.32,0.14,0.37,0.03,0.55,0.36,0.41,0.85
simplewebservices.csv,0.52,0.26,0.17,0.43,0.18,0.53,0.19,0.09,0.3,0.03,0.54,0.36,0.58,0.64
ultimairis.csv,0.62,0.29,0.19,0.48,0.3,0.56,0.21,0.33,0.56,0.0,0.32,0.0,0.47,0.9
vars-redux.csv,0.65,0.28,0.19,0.63,0.44,0.52,0.16,0.17,0.52,0.03,0.53,0.43,0.41,1.0
wow-qrsk.csv,1.0,0.37,0.15,0.58,0.44,0.76,0.86,0.0,0.25,0.03,1.0,0.4,0.58,0.85
wxstudio.csv,0.73,0.22,0.22,0.46,0.1,0.53,0.28,0.14,0.26,0.0,0.64,0.24,0.44,0.58
xqilla.csv,1.0,0.12,1.0,0.36,0.14,0.39,0.09,0.07,0.19,0.3,0.61,1.0,0.54,0.56
