,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.29,0.49,0.0,0.3,0.15,0.02,0.31,0.08,0.47,0.49,0.98,0.4,0.34,0.32,0.51,0.54,0.69,0.68,0.57
auber.csv,0.19,0.64,0.0,0.5,0.34,0.01,0.47,0.05,0.57,0.53,0.22,0.53,0.99,0.41,0.73,0.63,0.66,0.56,0.53
cortex-vfx.csv,0.26,0.49,0.0,0.0,0.13,0.01,0.54,0.18,0.36,0.39,0.52,0.22,0.46,0.92,0.51,0.5,0.57,0.42,0.41
empserver.csv,0.2,0.69,0.0,0.43,0.34,0.0,0.96,0.37,0.7,0.39,0.3,0.42,0.48,0.37,0.63,0.48,0.41,0.69,0.4
flylegacy.csv,0.19,0.98,0.0,0.53,0.24,0.01,0.11,0.31,0.69,0.4,0.43,0.42,0.57,0.38,0.75,0.39,0.35,0.76,0.04
galaxium.csv,0.2,0.14,0.05,0.08,0.17,0.0,0.1,0.1,0.38,0.19,0.38,0.97,0.08,0.05,0.29,0.14,0.23,0.17,0.29
growl-for-windows.csv,0.22,0.71,0.03,0.33,0.29,0.01,0.61,0.33,0.75,0.55,0.54,0.51,0.38,0.39,0.88,0.45,1.0,0.43,0.61
k3d.csv,0.25,0.49,0.0,0.11,1.0,0.01,0.69,0.25,0.37,0.11,0.24,0.31,0.08,0.09,0.29,0.23,0.05,0.2,0.59
libarchive.csv,0.34,0.77,0.02,0.45,0.31,0.01,0.39,0.24,0.75,0.54,0.57,0.52,0.49,0.37,0.62,0.62,0.44,0.33,0.97
linux-ntfs.csv,0.27,0.72,0.01,0.45,0.15,0.02,0.47,0.18,0.26,0.43,0.54,0.32,0.53,0.39,0.51,0.98,0.52,0.47,0.49
m-a-d-n-e-s-s.csv,0.34,0.72,0.0,0.32,0.19,0.01,0.15,0.14,0.46,0.98,0.61,0.29,0.58,0.35,0.69,0.68,0.71,0.71,0.45
novembre.csv,0.19,0.28,0.0,0.93,0.15,0.02,0.0,0.07,0.29,0.32,0.17,0.12,0.31,0.34,0.26,0.0,0.27,0.09,0.0
qtwin.csv,0.0,0.03,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.28,0.61,0.01,0.45,0.18,0.01,0.53,0.33,1.0,0.43,0.4,0.54,0.49,0.41,0.67,0.54,0.79,0.55,0.67
tweetsharp.csv,0.18,0.53,0.01,0.43,0.21,0.0,0.61,0.3,0.74,0.37,0.41,0.45,0.7,0.3,0.77,0.54,0.57,0.99,0.54
unladen-swallow.csv,0.7,0.67,0.0,0.28,0.18,0.0,0.49,0.22,0.56,0.38,0.29,0.23,0.32,0.05,0.82,0.41,0.72,0.24,0.47
wishmaster.csv,0.19,0.63,0.0,0.21,0.04,0.0,0.31,0.92,0.13,0.2,0.46,0.41,0.12,0.11,0.78,0.24,0.76,0.32,0.41
