,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.75,0.56,0.67,0.67,0.96,1.0,0.56,0.91,0.62,0.54,0.56,0.66,0.72,0.51,0.55,0.53,0.77,0.52,0.6
auber.csv,0.63,0.53,0.45,0.52,0.66,0.82,0.84,0.67,0.57,0.47,0.77,0.48,0.51,0.81,0.46,0.45,0.59,0.5,0.66
cortex-vfx.csv,0.87,0.65,0.95,0.67,0.84,0.91,0.54,0.68,0.91,0.85,0.68,0.97,0.82,0.91,0.55,0.56,0.95,0.82,0.65
empserver.csv,0.63,0.5,0.36,0.45,0.73,0.62,0.55,0.56,0.4,0.51,0.68,0.53,0.6,0.51,0.57,0.46,0.56,0.39,0.59
flylegacy.csv,0.6,0.38,0.48,0.45,0.5,0.56,0.5,0.44,0.45,0.58,0.57,0.54,0.61,0.49,0.4,0.6,0.69,0.47,0.5
galaxium.csv,0.95,0.83,0.97,0.9,0.94,1.0,0.8,0.83,0.77,0.83,0.98,0.59,0.86,0.9,0.9,0.67,0.86,0.8,0.92
growl-for-windows.csv,0.59,0.4,0.99,0.43,0.48,0.55,0.37,0.38,0.43,0.49,0.51,0.45,0.72,0.52,0.39,0.61,0.56,0.67,0.53
k3d.csv,0.71,0.7,0.86,0.75,0.97,1.0,0.41,0.94,0.9,0.9,0.98,0.94,0.8,0.98,0.9,0.89,0.75,0.86,0.44
libarchive.csv,0.41,0.34,0.67,0.44,0.49,0.46,0.4,0.43,0.39,0.5,0.46,0.45,0.53,0.5,0.42,0.41,0.57,0.77,0.54
linux-ntfs.csv,0.53,0.38,0.41,0.48,0.75,0.55,0.62,0.47,0.86,0.54,0.5,0.79,0.59,0.51,0.67,0.52,0.56,0.61,0.71
m-a-d-n-e-s-s.csv,0.54,0.38,0.54,0.7,0.58,0.54,0.8,0.6,0.65,0.62,0.42,0.93,0.5,0.44,0.47,0.4,0.72,0.48,0.71
novembre.csv,1.0,0.93,0.45,0.77,0.89,0.99,0.0,0.6,0.89,0.83,0.96,0.94,0.94,0.92,0.9,0.0,0.88,0.5,0.0
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.43,0.48,0.39,0.35,0.44,0.47,0.36,0.38,0.33,0.43,0.49,0.41,0.51,0.43,0.38,0.42,0.48,0.38,0.45
tweetsharp.csv,0.55,0.64,0.64,0.53,0.5,0.51,0.59,0.4,0.35,0.47,0.53,0.44,0.41,0.53,0.45,0.49,0.39,0.46,0.49
unladen-swallow.csv,1.0,0.47,0.43,0.71,0.53,1.0,0.43,0.92,0.56,0.5,0.59,0.55,0.75,0.75,0.45,0.85,0.49,0.89,0.6
wishmaster.csv,0.92,0.51,0.98,0.92,0.62,1.0,0.73,0.92,0.83,0.68,0.57,0.53,0.91,0.98,0.46,0.86,0.51,0.93,0.69
