,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.44,1.0,0.5,0.27,0.17,0.18,0.07,0.18,0.23,0.43,0.12
gbif-providertoolkit.csv,0.22,0.0,0.14,0.12,0.94,0.18,0.37,0.0,0.17,0.05,0.04
geochat.csv,0.4,0.41,0.29,0.61,0.47,0.46,0.47,0.47,0.55,0.33,0.92
heekscad.csv,0.99,0.72,0.72,0.7,0.6,0.65,0.63,0.69,0.71,0.69,0.62
igarden.csv,0.3,0.0,0.29,0.95,0.17,0.65,0.19,0.18,0.1,0.31,0.27
jstock.csv,0.39,0.29,0.43,0.43,0.09,0.18,0.17,1.0,0.35,0.57,0.2
levent.csv,0.65,0.42,0.62,0.69,0.66,0.58,1.0,0.54,0.48,0.65,0.52
piccolo2d.csv,0.0,0.0,0.0,0.0,0.0,0.88,0.07,0.0,0.0,0.0,0.0
pnotepad.csv,0.59,0.69,0.58,0.05,0.32,0.21,0.62,0.53,0.98,0.66,0.48
trinitycore.csv,0.16,0.42,0.24,0.3,0.4,0.34,0.0,0.48,0.24,0.96,0.45
xcsoar.csv,0.67,0.14,0.92,0.47,0.62,0.83,0.51,0.35,0.39,0.53,0.34
