,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.53,1.0,0.55,0.25,0.15,0.24,0.12,0.17,0.32,0.4,0.15
gbif-providertoolkit.csv,0.29,0.0,0.19,0.13,0.96,0.13,0.45,0.0,0.23,0.05,0.05
geochat.csv,0.49,0.18,0.32,0.47,0.27,0.2,0.55,0.29,0.66,0.28,0.95
heekscad.csv,0.99,0.35,0.67,0.53,0.3,0.28,0.75,0.45,0.8,0.46,0.39
igarden.csv,0.41,0.0,0.39,0.97,0.22,0.4,0.28,0.22,0.15,0.32,0.31
jstock.csv,0.47,0.15,0.47,0.39,0.11,0.25,0.25,1.0,0.46,0.48,0.19
levent.csv,0.7,0.22,0.58,0.55,0.34,0.24,1.0,0.35,0.62,0.43,0.38
piccolo2d.csv,0.0,0.0,0.0,0.0,0.0,0.92,0.12,0.0,0.0,0.0,0.0
pnotepad.csv,0.8,0.29,0.65,0.47,0.3,0.25,0.71,0.38,0.99,0.44,0.37
trinitycore.csv,0.23,0.24,0.3,0.3,0.24,0.15,0.0,0.32,0.33,0.97,0.29
xcsoar.csv,0.72,0.11,0.94,0.38,0.33,0.41,0.61,0.31,0.51,0.39,0.29
