,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.62,0.0,0.57,0.81,0.87,0.85,0.94,0.87,0.81,0.64,0.9
gbif-providertoolkit.csv,0.84,1.04,0.88,0.92,0.07,0.87,0.72,1.0,0.99,0.98,0.97
geochat.csv,0.66,0.77,0.79,0.72,0.85,0.86,0.63,0.74,0.57,0.75,0.1
heekscad.csv,0.01,0.46,0.47,0.51,0.69,0.64,0.69,0.66,0.37,0.62,0.65
igarden.csv,0.74,1.0,0.75,0.06,0.86,0.45,0.84,0.85,0.92,0.74,0.77
jstock.csv,0.68,0.81,0.65,0.67,0.93,0.85,0.86,0.0,0.72,0.52,0.85
levent.csv,0.48,0.7,0.6,0.47,0.63,0.72,0.0,0.66,0.78,0.6,0.61
piccolo2d.csv,1.0,1.0,1.0,1.0,1.0,0.15,0.94,1.0,1.0,1.0,1.0
pnotepad.csv,0.77,0.65,0.78,0.99,0.91,0.95,0.64,0.81,0.02,0.62,0.83
trinitycore.csv,0.87,0.68,0.81,0.77,0.73,0.82,1.0,0.7,0.85,0.05,0.74
xcsoar.csv,0.44,0.9,0.09,0.68,0.58,0.41,0.56,0.72,0.68,0.6,0.74
