,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.83,1.0,0.71,0.29,0.15,0.5,1.0,0.2,1.0,0.43,0.3
gbif-providertoolkit.csv,0.58,0.0,0.44,0.21,1.0,0.11,0.73,0.0,0.58,0.07,0.08
geochat.csv,0.76,0.12,0.44,0.33,0.17,0.12,0.78,0.21,0.89,0.27,1.0
heekscad.csv,1.0,0.23,0.6,0.42,0.19,0.17,0.72,0.3,0.94,0.31,0.27
igarden.csv,0.95,0.0,0.88,1.0,0.5,0.3,0.89,0.4,1.0,0.39,0.47
jstock.csv,0.79,0.11,0.64,0.39,0.25,0.67,1.0,1.0,0.88,0.44,0.23
levent.csv,0.77,0.16,0.51,0.45,0.22,0.15,1.0,0.26,0.8,0.31,0.31
piccolo2d.csv,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
pnotepad.csv,0.68,0.18,0.49,0.3,0.18,0.14,0.72,0.24,1.0,0.3,0.24
trinitycore.csv,0.91,0.18,0.65,0.35,0.18,0.1,0.0,0.24,0.77,1.0,0.22
xcsoar.csv,0.8,0.09,0.96,0.33,0.22,0.27,0.85,0.31,0.89,0.32,0.27
