,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.14,0.02,0.12,0.15,0.27,0.27,0.05,0.33,0.0,0.36,0.18,0.18,0.53
badtrinity-zero.csv,0.53,0.38,0.0,0.67,0.69,0.33,0.43,0.56,0.53,0.34,0.53,0.33,0.53
betoffice.csv,0.25,0.85,0.44,0.36,0.02,0.41,0.45,0.33,0.53,0.6,0.47,0.47,0.51
exordium.csv,0.03,0.02,0.09,0.03,0.18,0.14,0.0,0.22,0.17,0.15,0.08,0.07,0.36
fltk.csv,0.33,0.18,0.18,0.0,0.33,0.25,0.45,0.22,0.45,0.36,0.41,0.15,0.4
gabel.csv,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.33,0.0,0.0,0.0,0.01,0.0
genoviz.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
irrlicht.csv,0.86,0.5,0.79,0.52,0.11,0.16,0.68,0.89,0.1,0.18,0.02,0.79,0.38
nug.csv,0.0,0.1,0.21,0.11,0.13,0.09,0.14,0.44,0.12,0.23,0.37,0.29,0.24
rezilla.csv,0.61,0.05,0.52,0.63,0.71,0.59,0.45,0.67,0.67,0.52,0.47,0.48,0.71
toped.csv,0.78,0.57,0.61,0.63,0.16,0.36,0.77,0.0,0.26,0.27,0.78,0.68,0.42
xmemcached.csv,0.03,0.1,0.04,0.1,0.09,0.0,0.11,0.22,0.21,0.17,0.2,0.12,0.2
zoolib.csv,0.0,0.02,0.12,0.1,0.02,0.02,0.09,0.11,0.26,0.04,0.41,0.0,0.02
