,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.51,0.28,0.23,0.8,0.44,0.43,0.26
jnode.csv,0.04,0.76,0.0,0.15,0.1,0.05,0.09
mcmc-jags.csv,0.42,0.05,0.92,0.51,0.51,0.54,0.62
metacosm.csv,0.64,0.55,0.64,0.17,0.27,0.33,0.75
miranda-icq.csv,0.36,0.58,0.71,0.43,0.65,0.5,0.51
quarkplusplus.csv,0.53,0.39,0.64,0.02,0.1,0.52,0.69
selenium.csv,0.64,0.52,0.52,0.35,0.5,0.43,0.67
