,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.53,0.05,0.18,0.78,0.31,0.52,0.32
jnode.csv,0.06,0.24,0.0,0.21,0.14,0.07,0.14
mcmc-jags.csv,0.69,0.07,0.8,0.53,0.4,0.65,0.63
metacosm.csv,0.64,0.09,0.62,0.23,0.27,0.39,0.74
miranda-icq.csv,0.41,0.09,0.5,0.44,0.53,0.5,0.53
quarkplusplus.csv,0.55,0.05,0.6,0.04,0.13,0.49,0.67
selenium.csv,0.66,0.09,0.52,0.37,0.36,0.46,0.64
