,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.65,0.4,0.36,0.25,0.45,0.84,0.13
jnode.csv,0.04,0.18,0.12,0.04,0.02,0.06,0.0
mcmc-jags.csv,0.87,0.99,0.14,0.69,0.8,0.81,0.68
metacosm.csv,0.41,0.79,0.12,0.12,0.16,0.16,0.23
miranda-icq.csv,0.26,0.53,0.64,0.43,0.27,0.28,0.29
quarkplusplus.csv,0.52,0.59,0.14,0.02,0.03,0.41,0.61
selenium.csv,0.33,0.41,0.12,0.35,0.41,0.19,0.58
