,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.54,0.71,0.89,0.6,0.81,0.62,0.9
jnode.csv,0.75,0.82,0.8,0.88,0.86,0.67,0.5
mcmc-jags.csv,0.43,0.39,0.6,0.4,0.4,0.52,0.42
metacosm.csv,0.49,0.38,0.57,0.92,0.83,0.42,0.41
miranda-icq.csv,0.58,0.43,0.51,0.52,0.63,0.45,0.45
quarkplusplus.csv,0.54,0.58,0.87,0.5,0.89,0.52,0.45
selenium.csv,0.41,0.45,0.5,0.52,0.41,0.4,0.36
