,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.42,0.77,0.53,0.73,0.34,0.68,0.84,0.45,0.58
graphmak.csv,0.42,0.62,0.68,0.66,0.25,0.47,0.5,0.56,0.74
guineu.csv,0.61,0.55,0.07,0.47,0.25,0.67,0.46,0.48,0.71
jhotdraw.csv,0.3,0.69,0.31,0.39,0.49,0.47,0.78,0.24,0.54
ofbiz.csv,0.39,0.66,0.48,0.56,0.29,0.62,0.72,0.47,0.8
pdfedit.csv,0.41,0.53,0.38,0.75,0.3,0.64,0.79,0.51,0.47
pokeglobal.csv,0.4,0.72,0.56,0.66,0.3,0.69,0.79,0.6,0.65
red5.csv,0.48,0.67,0.55,0.63,0.29,0.71,0.7,0.74,0.74
twostep.csv,0.46,0.75,0.56,0.64,0.36,0.76,0.81,0.78,0.68
