,campsoft.csv,gtad.csv,rhex.csv,owlib.csv,ktc.csv,jedit.csv,net-snmp.csv,encog-java.csv,umber.csv,jahshakafx.csv,jahshaka.csv,selenium.csv,paintown.csv,h2database.csv,x4x.csv,elmo.csv,jmoney.csv,google-collections.csv,baadengine.csv,raven-monitoring.csv,smbopensoft.csv,xharbour.csv,flylinkdc.csv,reactos-mirror.csv,qpe.csv,xbrlapi.csv,prelude.csv,neoengine.csv,atunes.csv,avifile.csv,lamp.csv,logicmail.csv,wgs-assembler.csv,plearn.csv,werx.csv,plog4u.csv,openwbem.csv,qgo.csv,jaql.csv,kmatplot.csv,pclasses.csv,agilitybook.csv,triplea.csv,raygina.csv,wpdev.csv,owfs.csv,olap-navigator.csv,pokeglobal.csv,nova.csv,sauerbraten.csv,graphmak.csv,jgameai.csv,gpsmid.csv,empyrean.csv,awemud.csv,crisscross.csv,re2c.csv,tzod.csv,octave.csv,adaptagrams.csv,open-media-library.csv,vdsf.csv,alit.csv,orc.csv,lazarus-ccr.csv,n2cms.csv,forester-atv.csv,mob-sen-plat.csv,nh3d.csv,amanda.csv,rectracker.csv,dynalloy.csv,mpqc.csv,thout.csv,benojt.csv,sabbu.csv,unladen-swallow.csv,powerfolder-.csv,barracudamvc.csv,guineu.csv
dynalloy.csv,0.97,1.04,0.81,1.0,1.0,1.0,1.0,0.91,1.0,1.0,1.0,0.77,0.79,1.0,0.92,0.96,0.97,0.88,1.0,0.64,0.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.77,0.88,1.0,1.0,0.94,1.0,1.0,1.0,0.96,0.8,1.0,1.0,0.98,1.0,0.63,1.0,0.97,1.0,1.0,0.89,1.0,1.0,0.86,1.0,0.31,1.0,1.0,0.66,1.0,0.95,1.0,1.0,0.86,,1.0,0.99,1.01,0.81,1.0,0.65,1.0,0.95
elmo.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91,0.95,0.97,1.0,0.98,,1.0,0.99,1.0,0.89,1.0,1.0,1.0,1.0,1.0,0.93,0.94,1.0,1.0,1.0,0.93,1.02,1.0,1.0,0.98,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.97,0.9,1.0,1.0,0.92,1.0,0.67,1.0,0.93,0.68,1.0,0.93,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87,1.0,1.0,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,0.93,0.9,1.0,1.0,1.0,0.99,0.96
empyrean.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.59,1.0,1.0,1.0,1.0,1.0,0.92,1.0,1.0,0.98,1.0,1.0,0.76,1.0,1.0,1.0,1.0,0.74,1.0,,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0
encog-java.csv,0.69,1.0,0.62,1.0,1.0,1.0,1.0,,1.0,1.0,0.49,0.79,0.99,1.0,0.7,0.81,0.62,1.0,1.0,0.85,0.69,1.0,1.0,1.0,1.0,0.66,0.51,1.0,1.0,1.0,0.62,0.47,1.0,1.0,1.2,0.34,1.0,1.0,0.96,0.77,0.62,1.0,1.0,0.86,1.0,0.75,0.7,0.98,0.65,1.0,0.61,0.84,0.78,0.6,0.62,0.54,1.0,0.96,1.0,0.56,1.0,1.0,0.73,0.45,1.0,0.9,1.0,0.47,1.0,1.0,0.68,0.84,1.0,0.48,0.32,0.88,1.0,0.6,0.64,0.58
flylinkdc.csv,1.0,0.8,0.7,0.77,1.0,0.51,0.56,0.95,0.77,0.33,0.88,0.81,0.48,0.7,1.0,0.56,0.98,0.16,0.61,0.98,1.0,1.0,,1.0,0.48,1.0,0.41,0.64,0.68,0.94,0.79,1.0,0.59,0.65,1.0,0.99,0.65,0.63,0.91,0.68,0.74,0.56,0.91,1.0,0.6,0.77,0.82,0.66,0.66,0.75,0.98,1.0,0.82,1.0,0.9,0.9,1.0,0.67,0.51,1.0,0.85,0.68,0.68,1.0,0.68,0.95,0.88,0.6,1.0,0.48,1.0,0.9,1.0,0.99,1.0,0.46,1.0,0.97,1.0,1.0
forester-atv.csv,0.61,1.01,0.56,0.94,1.0,1.0,0.77,0.51,1.05,0.47,0.48,0.6,0.67,1.0,0.89,0.41,0.76,0.91,0.99,0.73,0.91,1.0,1.0,1.0,1.0,0.79,0.51,0.98,1.0,1.0,0.73,0.5,1.0,0.82,1.12,0.5,0.97,0.56,0.55,0.47,0.69,1.0,0.77,0.6,0.67,0.54,0.93,0.49,0.64,0.6,0.67,0.81,0.55,0.67,0.56,0.32,1.0,0.47,0.75,0.56,0.76,0.99,0.72,0.75,1.0,0.7,,0.73,1.0,0.83,0.78,0.68,1.0,0.71,0.29,0.43,1.0,0.58,0.75,0.87
google-collections.csv,1.0,1.0,1.0,0.97,1.0,0.58,0.84,0.98,0.82,1.0,1.0,0.96,1.0,0.59,1.0,1.0,1.0,,1.0,0.92,0.71,1.0,0.79,1.0,0.98,1.0,1.0,1.0,0.96,1.0,1.0,1.0,0.74,1.0,1.0,0.97,0.71,1.01,0.96,1.0,1.0,0.82,1.0,1.0,1.0,1.0,1.0,0.84,1.0,1.0,1.0,1.0,0.87,1.0,1.0,1.0,1.0,1.0,0.91,1.0,1.0,1.0,,0.99,0.65,1.0,0.86,1.0,0.51,0.88,1.0,0.92,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0
gpsmid.csv,0.99,0.38,0.86,0.92,1.0,1.0,1.0,0.59,0.95,1.0,1.0,0.64,0.75,1.0,1.0,0.97,0.52,0.57,1.0,0.63,0.96,1.0,1.0,1.0,1.0,0.94,1.0,1.0,1.0,1.0,0.98,0.56,1.0,0.98,1.0,0.72,1.0,0.85,0.54,0.71,0.98,1.0,0.76,1.0,0.94,1.0,1.0,0.63,1.0,0.7,0.71,0.88,,1.0,0.97,1.0,1.0,0.94,0.95,0.88,0.61,1.0,1.0,0.99,1.0,0.65,0.6,1.0,1.0,1.0,0.66,0.82,1.0,0.59,1.0,0.98,1.0,0.86,1.01,0.92
graphmak.csv,0.59,1.0,0.7,1.0,1.0,1.0,1.0,0.79,1.0,0.99,1.0,0.94,0.83,1.0,0.66,0.41,1.0,1.04,1.0,0.78,0.97,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.93,0.88,1.0,1.0,1.06,0.59,1.0,0.92,0.88,0.68,0.95,1.0,0.94,0.98,0.98,0.62,1.0,0.86,1.0,0.92,,0.78,0.82,0.85,0.84,0.82,1.0,0.74,0.75,1.03,0.86,1.0,0.8,0.94,1.0,0.84,1.0,1.0,1.0,1.0,1.0,0.85,1.0,0.64,0.57,0.97,1.0,0.94,0.6,0.76
gtad.csv,0.68,,0.59,1.0,1.0,1.0,1.0,0.98,1.0,1.0,0.86,0.65,1.0,1.0,0.84,0.6,0.4,0.99,1.0,0.62,1.0,1.0,1.0,1.0,1.0,0.81,1.0,1.0,1.0,1.0,0.62,0.6,1.0,1.0,1.04,0.61,1.0,1.0,0.96,0.66,0.86,1.0,1.0,1.0,1.0,0.73,0.76,0.98,1.0,1.0,0.66,0.76,0.65,0.95,0.63,0.88,1.0,0.96,1.0,0.58,1.0,1.0,0.83,0.61,1.0,0.73,1.0,0.36,1.0,1.0,0.95,0.85,1.0,0.48,0.28,0.81,1.0,0.51,0.96,0.69
guineu.csv,1.01,0.93,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82,0.72,0.99,1.0,0.99,0.64,0.69,1.0,1.0,0.83,0.99,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.47,0.71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69,1.0,1.0,1.0,1.0,1.0,0.63,0.98,1.0,1.0,1.0,0.55,0.93,0.92,1.0,0.77,1.0,1.0,0.96,1.0,0.57,1.0,1.0,1.0,0.52,1.0,0.74,1.0,0.73,1.0,1.0,1.0,1.0,1.0,0.85,0.9,0.7,1.0,1.0,1.0,
h2database.csv,1.0,1.0,1.0,1.0,1.0,0.82,0.68,1.0,0.96,0.47,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.74,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.79,0.99,1.0,1.0,0.96,0.94,1.0,1.0,1.0,0.55,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.96,1.0,0.96,1.0,1.0,0.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jahshaka.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.56,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91,0.38,1.0,1.0,1.0,1.0,0.88,1.0,1.0,0.74,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.7,1.0,1.0,0.74,1.0,0.79,1.0,0.96,0.93,1.0,0.77,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65,0.7
jahshakafx.csv,1.0,1.0,1.0,0.94,1.0,0.74,0.69,0.93,0.75,,1.0,0.89,0.95,1.0,1.0,1.0,1.0,1.01,0.58,1.0,1.0,1.0,1.0,1.0,0.51,1.0,1.0,0.71,0.49,1.23,1.0,1.0,0.64,0.87,1.0,1.0,0.92,0.77,0.98,1.0,1.0,0.59,0.91,1.0,0.11,1.0,1.0,0.83,1.0,0.96,1.0,1.0,0.89,1.0,1.0,1.0,1.0,1.0,0.89,1.0,0.87,0.54,,1.0,0.77,0.96,0.83,1.0,1.0,0.49,1.0,0.91,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0
jaql.csv,0.99,0.89,0.98,1.0,1.0,1.0,1.0,0.71,0.95,1.0,1.0,0.66,0.8,1.0,1.0,1.0,0.98,0.54,1.0,0.66,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84,1.0,0.81,,0.8,1.0,1.0,0.55,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.98,0.98,0.51,1.0,1.0,1.0,1.0,0.73,1.0,0.88,0.72,1.0,,0.96,1.0,0.87,0.96,1.0,1.0,1.0,1.0,0.68,1.0,0.99,0.67,1.0,1.0,0.87,1.0,1.0
jedit.csv,1.0,1.0,1.0,0.98,1.0,,1.0,0.99,0.85,0.54,1.0,0.98,1.0,0.64,1.0,1.0,1.0,1.0,0.79,1.0,1.0,1.0,0.51,1.0,0.96,1.0,1.0,1.0,0.99,0.99,1.0,1.0,0.82,0.99,1.0,1.0,0.54,1.0,0.99,1.0,1.0,0.73,1.0,1.0,1.0,1.0,0.97,0.9,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.11,1.0,1.0,1.0,0.95,1.0,1.01,0.65,1.0,0.99,0.86,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jgameai.csv,1.01,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82,0.93,1.0,1.0,0.94,1.0,0.95,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.79,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.9,1.01,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.71,1.0,1.0,0.98,1.0,0.46,1.0,0.73,,1.0,0.83,0.87,0.86,1.0,1.0,1.0,0.69,0.93,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.98,1.0,0.98,0.96,1.0,1.0,1.0,0.99,0.89
jmoney.csv,0.84,1.0,0.68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53,0.8,1.0,1.0,1.0,0.81,,1.0,1.0,0.89,1.0,1.0,1.0,1.0,1.0,0.79,0.41,1.0,1.0,1.0,0.87,0.46,1.0,1.0,1.01,0.52,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.98,1.0,0.59,0.83,1.0,0.74,1.0,0.65,0.84,1.0,0.83,0.52,0.7,1.0,1.0,1.0,0.53,1.0,1.0,0.82,0.6,1.0,0.94,1.0,0.66,1.0,1.0,1.0,1.0,1.0,0.51,0.4,0.83,1.0,0.91,0.89,0.49
kmatplot.csv,1.05,0.64,0.72,0.6,1.0,0.93,0.88,0.67,0.37,0.96,0.76,0.73,0.8,0.96,0.6,0.88,0.67,0.72,0.96,0.45,0.99,1.0,1.0,1.0,0.9,0.7,1.0,0.67,0.75,0.87,0.74,0.86,0.94,0.59,1.01,0.44,0.97,0.86,0.71,,0.65,0.92,0.73,0.68,0.79,0.94,0.74,0.63,0.98,0.64,0.76,0.54,0.59,0.74,0.79,0.83,1.0,0.49,0.78,0.8,0.58,0.58,0.68,0.64,1.0,0.8,0.79,0.83,0.75,0.98,0.69,0.76,1.0,0.6,0.68,0.7,1.0,0.56,0.87,0.77
ktc.csv,1.0,1.0,1.0,1.0,,0.99,0.9,1.0,1.0,0.9,1.0,1.0,0.99,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51,0.81,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.99,1.0,1.0,0.79,0.97,1.0,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79,1.0,0.99,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.06,0.95,1.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lamp.csv,0.61,0.79,0.83,0.91,1.0,0.95,1.0,0.52,0.43,1.0,0.35,0.66,0.83,1.0,0.72,0.64,0.49,0.6,0.82,0.75,0.67,1.0,1.0,1.0,1.0,0.61,0.64,0.95,0.44,1.03,,0.46,1.0,0.98,0.82,0.29,1.0,0.49,0.67,0.71,0.66,1.0,0.55,0.64,0.97,0.6,0.68,0.57,1.0,0.97,0.76,0.89,0.65,0.57,0.81,0.81,1.0,0.49,1.0,0.67,0.61,1.0,0.38,0.36,1.0,0.65,0.52,0.68,1.0,1.0,0.95,0.93,1.0,0.63,0.5,0.63,1.0,0.62,0.81,0.51
lazarus-ccr.csv,1.0,1.0,0.96,1.0,1.0,0.79,1.0,1.0,0.98,0.93,1.0,1.0,1.0,0.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87,1.0,0.78,1.0,1.0,0.88,0.95,1.0,1.0,1.0,0.72,1.0,1.0,1.0,0.88,1.0,1.0,1.0,1.0,0.74,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,0.03,1.0,,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logicmail.csv,0.39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.97,1.0,1.0,0.69,0.91,0.42,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.62,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.05,0.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79,0.9,1.0,1.0,1.0,0.75,0.62,1.0,1.0,0.82,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.15,0.41,1.0,1.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,0.82,0.76,1.0,1.0,1.0,0.96,0.72
mob-sen-plat.csv,1.02,0.7,0.62,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.61,0.88,0.87,1.0,0.83,0.83,0.64,1.03,1.0,0.81,1.0,1.0,1.0,1.0,1.0,0.89,1.0,1.0,1.0,0.97,0.73,0.97,1.0,1.0,0.78,1.13,1.0,0.89,0.97,0.79,0.72,1.0,0.72,0.74,1.0,0.68,0.52,0.97,1.03,1.0,0.82,0.86,0.95,0.68,0.78,0.75,1.0,0.71,1.0,0.89,0.71,1.0,0.75,0.75,1.0,0.82,1.0,,1.0,1.0,0.61,0.88,1.0,1.0,1.05,0.67,1.0,0.96,0.79,0.68
mpqc.csv,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83,0.92,0.9,1.0,0.93,0.96,1.0,0.9,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.88,1.0,0.97,1.0,1.0,0.95,1.03,1.0,1.0,0.78,1.02,1.0,1.01,1.0,0.98,0.81,1.0,1.0,0.89,0.97,0.8,0.69,0.98,0.85,1.0,0.96,0.71,0.98,0.78,0.84,0.8,1.0,1.01,1.0,0.89,1.0,1.0,0.39,1.0,1.0,0.98,1.0,1.1,1.0,1.0,1.0,0.96,,0.96,0.97,0.97,1.0,1.0,0.96,1.0
n2cms.csv,0.54,0.5,0.79,1.0,1.0,1.0,1.0,0.93,1.0,1.0,0.67,0.75,0.61,1.0,0.52,0.62,0.25,0.8,1.0,0.83,0.82,1.0,1.0,1.0,1.0,0.71,0.52,0.96,1.0,1.0,0.66,1.0,1.0,1.0,1.0,1.05,1.0,1.0,0.77,0.35,0.8,1.0,0.79,0.79,0.78,0.85,0.73,0.55,1.0,1.0,0.89,0.7,0.78,0.95,0.6,0.58,1.0,0.74,0.83,0.96,0.8,1.0,0.97,0.65,1.0,,0.96,0.79,1.0,1.0,0.86,0.82,1.0,0.7,0.84,0.77,1.0,0.56,1.0,0.73
neoengine.csv,1.0,1.0,1.0,0.67,1.0,1.0,1.0,0.91,0.47,1.0,1.0,0.96,0.93,1.0,1.0,1.0,1.0,0.52,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.4,1.01,1.0,1.0,1.0,0.78,1.0,1.0,1.0,0.58,0.94,1.0,1.0,1.0,0.86,1.0,0.46,1.0,1.0,0.73,1.0,0.79,1.0,1.0,0.95,1.0,1.0,1.0,1.0,0.98,0.71,1.0,0.81,0.63,,1.0,1.0,0.97,0.55,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net-snmp.csv,1.39,0.89,0.88,0.84,1.0,0.77,,0.99,0.82,0.78,0.98,0.82,0.77,0.98,0.83,1.0,1.0,0.57,0.69,0.77,1.0,1.0,0.92,1.0,0.6,1.0,1.0,0.67,0.74,0.74,0.93,0.85,0.81,0.65,1.0,0.96,0.85,0.52,0.99,0.89,0.96,0.65,0.83,1.0,0.59,0.94,1.0,0.59,1.0,0.86,0.87,0.98,0.69,0.97,1.0,1.0,1.0,0.83,0.79,1.0,0.95,1.0,,0.99,0.96,0.94,0.76,1.0,1.0,1.0,0.85,0.83,1.0,1.0,1.0,0.78,1.0,0.92,1.0,1.0
nh3d.csv,1.0,0.99,1.0,0.98,1.0,0.73,0.7,0.98,1.0,0.94,1.0,1.0,1.0,0.79,1.0,1.0,1.0,1.0,0.93,1.0,1.0,1.0,0.77,1.0,0.69,1.0,1.0,0.92,1.0,0.8,1.0,1.0,0.7,0.88,1.0,1.0,0.75,0.98,1.0,1.0,1.0,0.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.85,1.0,1.0,1.0,0.31,1.0,0.68,1.0,0.82,1.0,,0.6,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
