,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.46,0.58,0.62,0.57,0.73,0.55,0.64
encog-java.csv,0.71,0.07,0.0,0.28,0.26,0.26,0.13
galaxium.csv,0.59,0.71,0.54,0.48,0.53,0.47,0.76
h2database.csv,0.61,0.73,0.13,0.67,0.28,0.35,0.3
haphazard.csv,0.49,0.42,0.64,0.53,0.45,0.64,0.09
jaql.csv,0.69,0.71,0.41,0.67,0.38,0.48,0.72
raven-monitoring.csv,0.56,0.49,0.71,0.5,0.42,0.68,0.36
