,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.25,0.06,0.21,0.37,0.04,0.31,0.2,0.0,0.04,0.17,0.64,0.26,0.07,0.16
bibedt.csv,0.82,0.22,0.05,0.19,0.7,0.72,0.13,0.24,0.2,0.03,0.02,0.12,0.2,0.41
brlcad.csv,0.43,0.2,0.21,0.03,0.71,0.06,0.17,0.07,0.04,0.1,0.11,0.18,0.27,0.34
co-ode-owl-plugins.csv,0.35,0.24,0.43,0.76,0.1,0.99,0.17,0.07,0.16,0.58,0.91,0.47,0.33,0.16
firebreath.csv,0.79,0.62,0.39,0.29,0.4,0.38,0.63,0.54,0.16,0.41,0.05,0.29,0.13,0.91
fltk.csv,0.41,0.21,0.47,0.28,0.57,0.97,0.13,0.05,0.05,0.07,0.29,0.24,0.33,0.04
glas.csv,0.52,0.47,0.54,0.52,0.43,0.61,0.67,0.46,0.58,0.83,0.27,0.68,0.67,0.57
gretl.csv,0.61,0.57,0.69,0.64,0.51,0.73,0.4,0.54,0.67,0.92,0.65,0.66,0.87,0.24
konversation.csv,0.3,0.18,0.27,0.44,0.14,0.66,0.23,0.39,0.33,0.56,0.0,0.32,0.47,0.09
micomt.csv,0.15,0.39,0.4,0.7,0.78,0.52,0.07,0.32,0.0,0.12,0.4,0.32,0.33,0.09
openxava.csv,0.34,0.27,0.22,0.45,0.48,0.35,0.4,0.49,0.49,0.49,0.05,0.3,0.4,0.2
sumatrapdf.csv,0.69,0.67,0.9,0.83,0.93,0.97,0.23,0.68,0.18,0.59,0.91,0.57,1.0,0.97
tweetsharp.csv,0.49,0.29,0.76,0.25,0.71,0.71,0.2,0.0,0.18,0.44,0.76,0.39,0.33,0.24
wxcode.csv,0.29,0.17,0.14,0.34,0.02,0.42,0.13,0.17,0.2,0.08,0.07,0.18,0.27,0.52
