,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.28,0.0,0.23,0.38,0.67,0.44,0.3,0.0,0.16,0.38,0.78,0.14,0.31,0.94
bibedt.csv,0.93,0.67,0.22,0.47,0.83,0.38,0.36,0.6,0.48,0.46,0.03,0.14,0.4,0.14
brlcad.csv,0.78,0.33,0.48,0.06,0.83,0.25,0.44,0.5,0.16,0.46,0.24,0.14,0.55,0.46
co-ode-owl-plugins.csv,0.3,0.58,0.62,0.9,0.72,1.0,0.33,0.2,0.35,0.69,0.92,0.29,0.57,0.97
firebreath.csv,0.91,0.75,0.68,0.64,0.28,0.25,0.83,0.5,0.39,0.62,0.05,0.43,0.38,0.69
fltk.csv,0.46,0.67,0.67,0.7,0.83,0.62,0.34,0.3,0.58,0.54,0.41,0.57,0.64,0.34
glas.csv,0.44,0.83,0.73,0.61,0.5,0.94,0.8,0.6,0.71,0.85,0.59,0.71,0.57,0.57
gretl.csv,0.56,0.75,0.63,0.78,0.78,0.94,0.74,0.7,0.74,0.85,0.78,0.57,0.62,0.66
konversation.csv,0.34,0.75,0.55,0.55,0.44,0.75,0.51,0.6,0.39,0.85,0.03,0.29,0.43,0.26
micomt.csv,0.32,0.75,0.68,0.88,0.89,0.38,0.14,0.8,0.1,0.69,0.43,0.57,0.69,0.46
openxava.csv,0.44,0.75,0.33,0.45,0.39,0.81,0.56,0.6,0.42,0.23,0.05,0.57,0.31,0.49
sumatrapdf.csv,0.78,0.83,0.92,0.94,0.94,1.0,0.58,0.9,0.77,0.92,0.97,0.86,1.0,0.86
tweetsharp.csv,0.6,0.33,0.78,0.39,0.83,0.38,0.19,0.4,0.45,0.69,0.7,0.0,0.81,0.63
wxcode.csv,0.18,0.58,0.27,0.53,0.06,0.69,0.38,0.3,0.45,0.31,0.03,1.0,0.21,0.06
