,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.69,0.59,0.63,0.63,0.51,0.52,0.03,0.22
decidr.csv,0.77,0.72,0.63,0.63,0.76,0.74,0.05,0.22
exist.csv,0.7,0.74,0.58,0.62,0.72,0.8,0.03,0.22
ivatamasks.csv,0.78,0.75,0.67,0.67,0.72,0.65,0.04,0.25
libopenmetaverse.csv,0.81,0.76,0.65,0.64,0.72,0.56,0.04,0.16
mule.csv,0.5,0.71,0.09,0.53,0.26,0.65,0.0,0.24
runuomondains.csv,0.78,0.5,0.36,0.27,0.65,0.48,0.0,0.58
