,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.26,0.43,0.17,0.91,0.14,0.6,1.0,0.98
decidr.csv,0.47,0.5,0.67,0.83,0.22,0.51,0.61,0.97
exist.csv,0.23,0.81,0.71,0.77,0.43,0.26,0.95,0.81
ivatamasks.csv,0.32,0.59,0.48,0.83,0.5,0.56,0.73,0.83
libopenmetaverse.csv,1.0,1.0,0.98,0.31,1.0,0.56,0.85,0.25
mule.csv,0.13,0.39,0.06,0.57,0.03,0.56,0.29,0.86
runuomondains.csv,0.87,0.32,0.08,0.09,0.75,0.34,0.02,0.15
