,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.53,0.44,0.46,0.64,0.55,0.37,0.37,0.69
enlightenment.csv,0.47,0.4,0.42,0.48,0.41,0.39,0.38,0.42
ffigo.csv,0.63,0.79,0.95,0.0,0.0,0.9,0.41,0.5
ildjit.csv,0.88,0.91,0.86,0.99,0.89,0.81,0.95,0.75
jfreereport.csv,0.95,0.83,0.77,0.81,0.91,0.86,0.62,0.88
psycle.csv,0.47,0.44,0.43,0.47,0.4,0.35,0.37,0.52
wikipediardware.csv,0.45,0.39,0.42,0.42,0.39,0.37,0.38,0.5
wxjs.csv,0.94,0.0,0.99,0.0,0.0,0.68,0.0,0.0
