,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.73,0.7,0.7,0.71,0.34,0.28,0.4,0.63,0.4,0.59,0.59,0.61,0.41,0.4,0.65,0.4,1.0,0.64,0.24,0.68
buddata-ebxml-registry.csv,0.99,1.0,1.0,0.96,0.98,0.95,1.0,1.0,1.0,1.0,0.94,1.0,0.88,1.0,0.98,0.98,1.0,0.97,0.93,0.91
cornerstone.csv,0.44,0.29,0.15,0.38,0.18,0.28,0.07,0.24,0.01,0.03,0.67,0.11,0.42,0.53,0.36,0.23,0.5,0.19,0.28,0.05
emeraldemu.csv,0.86,0.47,0.79,1.0,0.18,0.14,0.33,0.66,0.26,0.56,0.69,0.44,0.52,0.66,0.38,0.31,0.5,0.42,0.33,0.52
jahshakafx.csv,0.78,0.64,0.88,0.71,0.34,0.26,0.47,0.84,0.49,0.44,0.69,0.67,0.55,0.81,0.64,0.49,0.75,0.47,0.48,0.75
jaolt.csv,0.83,0.7,0.76,0.67,0.38,0.37,0.67,0.7,0.61,0.53,0.47,0.78,0.71,0.74,0.68,0.61,0.75,0.5,0.55,0.84
kmess.csv,0.43,0.64,0.88,0.96,0.14,0.16,0.53,0.56,0.52,0.5,0.31,0.67,0.11,0.23,0.45,0.72,0.75,0.56,0.28,0.45
maya-work-in-progress.csv,0.96,0.81,0.79,0.58,0.96,0.55,0.87,0.86,0.82,0.84,0.98,0.61,0.82,0.85,0.9,0.67,0.75,0.75,0.78,0.7
mia.csv,0.29,0.31,0.27,0.42,0.06,0.28,0.53,0.39,0.44,0.59,0.57,0.56,0.16,0.7,0.14,0.37,0.75,0.47,0.07,0.54
mp-rechnungs-und-kundenverwaltung.csv,0.83,0.54,0.64,0.42,0.1,0.07,0.47,0.51,0.51,0.47,0.37,0.67,0.27,0.6,0.38,0.47,0.5,0.39,0.15,0.71
novembre.csv,0.53,0.75,0.24,0.33,0.26,0.26,0.53,0.49,0.74,0.31,0.47,0.06,0.52,0.72,0.62,0.44,0.75,0.56,0.39,0.48
ns-3.csv,0.54,0.46,0.12,0.0,0.32,0.68,1.0,0.37,0.54,0.44,0.53,0.61,0.56,0.64,0.74,0.77,0.5,0.72,0.58,0.43
nullc.csv,0.74,0.99,1.0,1.0,0.66,0.37,0.73,0.64,0.49,0.16,0.69,0.83,0.78,0.7,0.83,0.66,0.75,0.5,0.55,0.34
open-beos.csv,0.88,0.85,0.7,0.79,0.48,0.46,0.73,0.82,0.62,0.38,0.27,0.39,0.58,0.7,0.75,0.56,0.75,0.5,0.63,0.61
pixel-commandos.csv,0.04,0.54,0.24,0.5,0.16,0.15,0.27,0.14,0.1,0.03,0.04,0.06,0.18,0.23,0.25,0.25,1.0,0.19,0.3,0.25
plee-the-bear.csv,0.81,0.42,0.79,0.12,0.5,0.61,0.6,0.65,0.71,0.66,0.65,0.39,0.71,0.72,0.59,0.58,1.0,0.58,0.64,0.75
reaper-ecad.csv,0.15,0.11,0.0,0.71,0.18,0.03,0.0,0.14,0.05,0.03,0.2,0.11,0.14,0.0,0.09,0.04,0.25,0.06,0.13,0.05
unladen-swallow.csv,0.27,0.44,0.48,0.08,0.14,0.33,0.53,0.4,0.35,0.47,0.31,0.44,0.7,0.55,0.53,0.09,0.5,0.14,0.13,0.12
xmoto.csv,0.68,0.63,0.67,0.08,0.56,0.61,0.8,0.65,0.59,0.5,0.63,0.44,0.38,0.21,0.67,0.68,0.75,0.72,0.63,0.14
zxing.csv,0.61,0.62,0.73,0.42,0.4,0.21,0.53,0.5,0.41,0.25,0.57,0.56,0.62,0.53,0.68,0.47,0.75,0.42,0.3,0.77
