,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.68,0.34,0.21,0.4,0.49,0.4,0.44,0.62,0.48,0.68,0.55,0.17,0.55,0.46,0.68,0.53,0.28,0.64,0.39,0.79
buddata-ebxml-registry.csv,0.46,0.21,0.12,0.29,0.89,0.79,0.43,0.48,0.58,0.58,0.67,0.18,0.8,0.49,0.7,0.77,0.08,0.63,0.96,0.83
cornerstone.csv,0.48,0.28,0.14,0.38,0.3,0.41,0.1,0.32,0.03,0.06,0.69,0.09,0.54,0.51,0.47,0.35,0.4,0.32,0.44,0.1
emeraldemu.csv,0.55,0.31,0.17,0.28,0.3,0.24,0.4,0.63,0.39,0.59,0.59,0.31,0.6,0.45,0.51,0.46,0.25,0.54,0.48,0.64
jahshakafx.csv,0.65,0.34,0.17,0.36,0.5,0.39,0.42,0.59,0.54,0.55,0.64,0.18,0.62,0.53,0.67,0.61,0.18,0.56,0.65,0.8
jaolt.csv,0.65,0.32,0.17,0.3,0.54,0.5,0.47,0.6,0.53,0.63,0.53,0.15,0.76,0.45,0.67,0.65,0.15,0.54,0.69,0.82
kmess.csv,0.49,0.26,0.15,0.25,0.24,0.25,0.5,0.54,0.51,0.56,0.37,0.14,0.19,0.23,0.55,0.72,0.22,0.48,0.44,0.57
maya-work-in-progress.csv,0.53,0.29,0.19,0.35,0.89,0.63,0.44,0.53,0.56,0.81,0.7,0.18,0.77,0.48,0.74,0.68,0.08,0.65,0.86,0.74
mia.csv,0.39,0.29,0.17,0.33,0.11,0.39,0.42,0.4,0.45,0.61,0.58,0.31,0.28,0.52,0.22,0.44,0.22,0.44,0.14,0.65
mp-rechnungs-und-kundenverwaltung.csv,0.68,0.34,0.23,0.28,0.18,0.13,0.45,0.57,0.56,0.6,0.42,0.25,0.43,0.51,0.52,0.59,0.2,0.48,0.26,0.77
novembre.csv,0.58,0.34,0.12,0.19,0.41,0.39,0.52,0.46,0.56,0.45,0.55,0.04,0.62,0.51,0.69,0.57,0.23,0.63,0.55,0.6
ns-3.csv,0.52,0.31,0.06,0.0,0.47,0.71,0.48,0.28,0.46,0.5,0.58,0.15,0.66,0.5,0.67,0.7,0.04,0.57,0.72,0.53
nullc.csv,0.46,0.21,0.11,0.24,0.8,0.5,0.5,0.52,0.49,0.26,0.6,0.15,0.75,0.38,0.71,0.69,0.19,0.55,0.7,0.48
open-beos.csv,0.62,0.3,0.2,0.29,0.63,0.58,0.43,0.52,0.62,0.49,0.36,0.19,0.67,0.49,0.71,0.63,0.13,0.55,0.77,0.69
pixel-commandos.csv,0.07,0.19,0.11,0.22,0.28,0.25,0.36,0.2,0.17,0.06,0.07,0.06,0.3,0.26,0.37,0.38,0.62,0.3,0.44,0.38
plee-the-bear.csv,0.65,0.28,0.28,0.16,0.62,0.65,0.4,0.4,0.55,0.7,0.58,0.18,0.74,0.47,0.62,0.63,0.11,0.54,0.77,0.76
reaper-ecad.csv,0.24,0.15,0.0,0.43,0.31,0.05,0.0,0.23,0.1,0.06,0.32,0.15,0.24,0.0,0.16,0.08,0.4,0.11,0.24,0.1
unladen-swallow.csv,0.36,0.3,0.23,0.12,0.24,0.47,0.37,0.4,0.42,0.59,0.43,0.16,0.73,0.48,0.62,0.16,0.11,0.22,0.24,0.22
xmoto.csv,0.55,0.3,0.19,0.14,0.68,0.65,0.52,0.55,0.53,0.54,0.6,0.28,0.51,0.25,0.68,0.67,0.12,0.72,0.76,0.24
zxing.csv,0.61,0.31,0.24,0.25,0.57,0.34,0.44,0.55,0.49,0.39,0.58,0.14,0.7,0.42,0.69,0.58,0.19,0.54,0.46,0.84
