,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,4.0,44.0,0.0,40.0,0.0,9.0
columba.csv,6.0,4.0,0.0,15.0,4.0,0.0
emftriple.csv,0.0,0.0,74.0,183.0,338.0,11.0
fluent-nhibernate.csv,7.0,52.0,0.0,0.0,4.0,14.0
gpsmid.csv,0.0,21.0,1.0,10.0,1.0,5.0
xamj.csv,2.0,23.0,0.0,48.0,0.0,14.0
