,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.74,0.09,0.99,0.2,0.43,0.46
columba.csv,0.66,0.04,0.64,0.33,0.49,0.97
emftriple.csv,0.04,1.0,0.0,0.0,0.0,0.13
fluent-nhibernate.csv,0.47,0.02,0.29,0.97,0.15,0.21
gpsmid.csv,0.99,0.03,0.66,0.37,0.51,0.44
xamj.csv,0.64,0.12,0.59,0.13,0.95,0.5
