,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.65,0.05,1.0,0.11,0.3,0.31
columba.csv,0.6,0.02,0.81,0.21,0.46,0.97
emftriple.csv,0.33,1.0,0.0,0.0,0.0,0.32
fluent-nhibernate.csv,0.54,0.01,0.77,0.94,0.56,0.2
gpsmid.csv,1.0,0.02,0.84,0.23,0.5,0.49
xamj.csv,0.63,0.07,0.71,0.08,0.99,0.43
