,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,1.02,0.88,0.5,0.87,0.72,0.58,0.72,0.81,0.64,0.74,0.66,1.16,0.78,0.76,0.52,0.84,0.02,0.79,1.28
fityk.csv,0.63,0.67,0.63,0.56,0.89,0.92,0.72,0.76,0.56,0.7,0.59,0.66,1.0,0.84,0.75,0.02,0.73,0.83,1.06
ivataopenportal.csv,0.73,0.69,0.68,0.91,0.73,0.05,0.94,0.66,0.6,0.69,0.71,1.11,0.61,0.8,0.85,0.63,0.66,0.76,1.32
lcfizvtop.csv,0.43,0.51,0.55,0.5,0.69,0.77,0.71,0.74,0.67,0.49,0.02,1.07,1.0,0.76,0.68,0.8,0.68,0.79,0.59
lite.csv,0.47,0.92,0.78,0.88,0.93,0.94,0.95,0.91,0.88,0.89,1.0,1.02,1.0,0.78,0.07,0.96,0.94,0.83,1.01
onotoa.csv,0.62,0.7,1.03,0.81,0.76,0.78,0.91,0.06,0.82,0.85,0.9,1.18,0.94,0.54,0.9,0.73,0.73,0.73,0.24
openwbem.csv,0.85,0.06,1.04,0.77,0.68,0.67,0.79,0.84,0.97,0.74,0.8,1.15,0.63,0.65,0.78,0.76,0.65,0.72,1.2
orc.csv,1.2,0.89,0.88,0.25,0.93,0.84,1.01,0.56,1.0,0.87,1.0,1.0,0.95,0.93,0.83,0.91,0.84,1.0,1.0
plato.csv,1.18,0.98,1.0,0.96,0.79,0.94,0.0,0.91,0.76,0.88,0.94,0.75,0.85,1.01,0.78,0.83,0.63,0.89,1.37
rodin-b-sharp.csv,0.95,0.87,0.7,0.63,0.97,0.96,0.82,0.81,1.0,0.03,1.0,1.0,1.0,0.8,0.93,0.98,0.92,0.95,1.0
ta3d.csv,1.0,0.58,0.36,0.92,0.84,0.65,0.58,0.74,0.78,0.74,0.5,1.08,0.76,0.78,1.03,0.85,0.68,0.03,0.76
tycho.csv,1.09,0.78,0.28,0.8,0.74,0.94,0.69,0.79,0.85,0.79,0.85,0.24,0.0,0.66,0.63,0.73,0.62,0.72,1.18
umber.csv,0.0,0.72,0.7,0.59,0.88,0.76,0.94,0.79,0.52,0.86,0.6,0.59,0.57,0.82,0.74,0.7,0.78,0.62,0.55
vienna-add-in.csv,0.33,0.6,0.41,0.86,0.02,0.76,0.73,0.67,0.89,0.65,0.78,0.66,0.89,0.94,0.69,0.71,0.96,0.94,0.9
wpdev.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.76,0.82,1.0,1.0,1.0,0.97,0.86,0.93,1.0,1.0,0.9,1.01,1.0
xcmetadataservicestoolkit.csv,0.54,0.64,0.64,0.56,0.76,0.73,0.87,0.84,0.88,0.62,0.91,0.42,0.81,0.05,0.88,0.74,0.84,1.0,0.83
yarp0.csv,0.89,0.67,0.64,0.69,0.93,0.72,0.57,0.71,0.0,0.49,0.51,1.24,0.98,0.74,0.61,0.54,0.81,0.61,1.05
