,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.37,0.94,0.93,0.75,0.47,0.5,0.64,0.57,0.5,0.77,0.73,0.0,0.51,0.62,0.93,0.8,0.98,0.74,0.0
fityk.csv,0.47,0.47,0.37,0.5,0.18,0.73,0.48,0.38,0.56,0.42,0.64,1.0,0.0,0.6,0.27,0.98,0.28,0.34,0.0
ivataopenportal.csv,0.84,0.82,0.54,0.81,0.57,0.97,0.43,0.65,0.62,0.8,0.55,0.0,0.6,0.55,0.67,0.57,0.53,0.69,0.0
lcfizvtop.csv,0.63,0.62,0.78,0.56,0.45,0.25,0.67,0.59,0.38,0.65,1.0,0.0,0.0,0.35,0.53,0.34,0.38,0.34,1.0
lite.csv,0.53,0.08,0.22,0.12,0.07,0.06,0.05,0.09,0.12,0.12,0.0,0.0,0.0,0.22,0.93,0.05,0.06,0.17,0.0
onotoa.csv,0.95,0.58,0.76,0.81,0.71,0.54,0.74,1.0,0.94,0.64,0.73,0.0,0.09,0.57,0.33,0.75,0.33,0.63,1.0
openwbem.csv,0.37,0.94,0.72,0.69,0.84,0.5,0.76,0.78,0.44,0.79,0.64,0.0,0.74,0.62,0.73,0.52,0.91,0.8,0.0
orc.csv,0.11,0.12,0.12,0.75,0.64,0.17,0.83,0.54,0.0,0.15,0.0,0.0,0.06,0.2,0.6,0.09,0.17,0.0,0.0
plato.csv,0.32,1.0,0.93,0.88,0.76,0.95,1.0,0.74,1.0,0.93,0.91,1.0,0.8,0.88,0.8,0.89,0.86,0.86,0.0
rodin-b-sharp.csv,0.05,0.16,0.51,0.38,0.04,0.04,0.19,0.2,0.0,0.97,0.0,0.0,0.0,0.22,0.07,0.02,0.12,0.06,0.0
ta3d.csv,0.26,0.52,0.64,0.69,0.77,0.58,0.71,0.72,0.62,0.7,0.73,0.0,0.74,0.72,0.47,0.77,0.66,0.97,1.0
tycho.csv,0.26,0.86,0.72,0.38,0.39,0.92,0.31,0.51,0.31,0.37,0.27,1.0,1.0,0.42,0.67,0.57,0.52,0.49,0.0
umber.csv,1.0,0.31,0.3,0.5,0.12,0.28,0.14,0.23,0.69,0.21,0.55,1.0,0.46,0.25,0.27,0.43,0.36,0.43,1.0
vienna-add-in.csv,0.95,0.48,0.59,0.81,0.98,0.7,0.62,0.55,0.25,0.62,0.64,1.0,0.29,0.88,0.53,0.45,0.45,1.0,1.0
wpdev.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.86,0.89,1.0,1.0,0.55,1.0,1.0,1.0,1.0,1.0,0.53,0.86,1.0
xcmetadataservicestoolkit.csv,0.89,0.38,0.36,0.75,0.33,0.49,0.21,0.45,0.12,0.4,0.09,1.0,0.26,0.95,0.13,0.27,0.27,0.0,1.0
yarp0.csv,0.26,0.39,0.6,0.56,0.34,0.32,0.43,0.39,1.0,0.7,0.91,0.0,0.06,0.57,0.53,0.57,0.3,0.51,0.0
