,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.32,0.42,0.79,0.45,0.48,0.53,0.56,0.49,0.52,0.59,0.63,0.0,0.48,0.53,0.79,0.47,0.98,0.53,0.0
fityk.csv,0.5,0.49,0.42,0.54,0.21,0.36,0.48,0.41,0.58,0.45,0.62,0.72,0.0,0.48,0.31,0.98,0.32,0.36,0.0
ivataopenportal.csv,0.61,0.63,0.53,0.36,0.53,0.97,0.38,0.59,0.6,0.63,0.53,0.0,0.59,0.49,0.48,0.57,0.53,0.55,0.0
lcfizvtop.csv,0.66,0.63,0.7,0.59,0.47,0.29,0.58,0.53,0.42,0.65,1.0,0.0,0.0,0.38,0.53,0.37,0.42,0.37,0.78
lite.csv,0.58,0.1,0.26,0.15,0.09,0.07,0.06,0.11,0.15,0.14,0.0,0.0,0.0,0.26,0.94,0.06,0.07,0.2,0.0
onotoa.csv,0.73,0.55,0.0,0.52,0.55,0.49,0.36,0.99,0.51,0.47,0.41,0.0,0.11,0.59,0.34,0.59,0.37,0.56,0.94
openwbem.csv,0.38,0.95,0.0,0.55,0.65,0.51,0.54,0.48,0.36,0.59,0.52,0.0,0.65,0.58,0.54,0.49,0.69,0.61,0.0
orc.csv,0.12,0.14,0.15,0.79,0.39,0.2,0.0,0.56,0.0,0.18,0.0,0.0,0.07,0.23,0.48,0.11,0.2,0.0,0.0
plato.csv,0.13,0.09,0.0,0.2,0.53,0.24,1.0,0.36,0.61,0.4,0.24,0.62,0.47,0.0,0.55,0.5,0.69,0.39,0.0
rodin-b-sharp.csv,0.06,0.19,0.51,0.43,0.05,0.05,0.23,0.24,0.0,0.98,0.0,0.0,0.0,0.26,0.09,0.02,0.14,0.07,0.0
ta3d.csv,0.27,0.54,0.69,0.39,0.49,0.56,0.65,0.57,0.52,0.57,0.69,0.0,0.56,0.54,0.3,0.47,0.59,0.98,0.61
tycho.csv,0.25,0.56,0.76,0.4,0.42,0.27,0.36,0.48,0.34,0.39,0.3,0.94,1.0,0.45,0.61,0.53,0.54,0.49,0.0
umber.csv,1.0,0.35,0.35,0.53,0.15,0.32,0.17,0.27,0.66,0.24,0.56,0.78,0.5,0.29,0.31,0.45,0.39,0.47,0.8
vienna-add-in.csv,0.88,0.51,0.64,0.45,0.98,0.55,0.55,0.54,0.28,0.58,0.53,0.72,0.31,0.27,0.52,0.47,0.37,0.24,0.36
wpdev.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.58,0.51,0.0,0.0,0.29,0.13,0.45,0.27,0.0,0.0,0.43,0.0,0.0
xcmetadataservicestoolkit.csv,0.76,0.43,0.41,0.68,0.37,0.49,0.24,0.43,0.14,0.45,0.11,0.87,0.3,0.96,0.16,0.31,0.3,0.0,0.51
yarp0.csv,0.29,0.43,0.58,0.54,0.34,0.36,0.49,0.42,1.0,0.68,0.78,0.0,0.07,0.53,0.54,0.59,0.33,0.53,0.0
