,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.2,0.54,0.96,0.17,0.55,0.56,0.73,0.66,0.41,0.51,0.33,0.0,0.51,0.67,0.56,0.72,0.99,0.71,0.0
fityk.csv,0.38,0.42,0.54,0.28,0.27,0.57,0.61,0.51,0.47,0.4,0.35,0.05,0.0,0.64,0.31,0.99,0.41,0.44,0.0
ivataopenportal.csv,0.43,0.54,0.7,0.17,0.61,0.97,0.55,0.73,0.45,0.54,0.28,0.0,0.61,0.61,0.35,0.63,0.6,0.69,0.0
lcfizvtop.csv,0.56,0.56,0.87,0.31,0.54,0.36,0.75,0.69,0.39,0.58,0.96,0.0,0.0,0.47,0.37,0.43,0.49,0.44,0.03
lite.csv,0.69,0.14,0.36,0.12,0.13,0.11,0.09,0.17,0.2,0.18,0.0,0.0,0.0,0.36,0.97,0.09,0.12,0.29,0.0
onotoa.csv,0.51,0.45,0.86,0.19,0.69,0.51,0.78,0.99,0.48,0.43,0.27,0.0,0.14,0.68,0.22,0.72,0.44,0.66,0.07
openwbem.csv,0.25,0.96,0.83,0.18,0.78,0.52,0.8,0.8,0.26,0.52,0.27,0.0,0.68,0.68,0.39,0.57,0.81,0.76,0.0
orc.csv,0.06,0.17,0.21,0.86,0.62,0.26,0.82,0.67,0.0,0.21,0.0,0.0,0.1,0.29,0.33,0.16,0.28,0.0,0.0
plato.csv,0.15,0.53,0.96,0.17,0.71,0.67,1.0,0.77,0.52,0.53,0.3,0.04,0.65,0.78,0.41,0.77,0.79,0.76,0.0
rodin-b-sharp.csv,0.1,0.2,0.67,0.34,0.07,0.07,0.31,0.33,0.0,0.98,0.0,0.0,0.0,0.35,0.12,0.04,0.2,0.1,0.0
ta3d.csv,0.16,0.49,0.78,0.15,0.71,0.56,0.79,0.77,0.38,0.49,0.41,0.0,0.64,0.73,0.24,0.71,0.67,0.99,0.02
tycho.csv,0.15,0.53,0.84,0.13,0.48,0.66,0.47,0.62,0.25,0.33,0.17,0.12,1.0,0.55,0.43,0.61,0.6,0.57,0.0
umber.csv,1.0,0.37,0.46,0.23,0.22,0.37,0.24,0.36,0.51,0.23,0.33,0.05,0.57,0.36,0.36,0.53,0.45,0.56,0.03
vienna-add-in.csv,0.65,0.47,0.74,0.18,0.99,0.6,0.71,0.67,0.21,0.48,0.27,0.05,0.33,0.79,0.36,0.54,0.48,0.82,0.02
wpdev.csv,0.41,0.53,1.0,0.19,0.8,0.68,0.86,0.86,0.46,0.53,0.2,0.03,0.74,0.85,0.42,0.8,0.55,0.74,0.02
xcmetadataservicestoolkit.csv,0.52,0.45,0.52,0.24,0.44,0.49,0.33,0.56,0.17,0.48,0.13,0.07,0.34,0.97,0.17,0.41,0.36,0.0,0.02
yarp0.csv,0.2,0.41,0.75,0.18,0.41,0.42,0.6,0.53,1.0,0.59,0.44,0.0,0.09,0.64,0.41,0.66,0.39,0.61,0.0
