,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.74,0.5,0.54,0.58,0.91,0.48,0.62,0.67,0.58
empserver.csv,0.53,0.47,0.46,0.65,0.58,0.49,0.64,0.42,0.75
enlightenment.csv,0.47,0.4,0.42,0.46,0.41,0.43,0.52,0.42,0.42
ildjit.csv,0.62,0.85,0.9,0.89,0.68,0.9,0.97,0.44,0.91
jfreereport.csv,0.96,0.9,0.74,0.86,0.8,0.64,0.93,0.97,0.5
lufa-lib.csv,0.76,0.59,0.73,0.63,0.83,0.52,0.72,0.94,0.58
pcsx2.csv,0.62,0.95,0.5,0.52,0.4,0.47,0.52,0.44,0.5
psycle.csv,0.45,0.42,0.43,0.44,0.43,0.39,0.45,0.4,0.53
wikipediardware.csv,0.47,0.41,0.42,0.44,0.4,0.4,0.49,0.42,0.45
