,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.86,0.64,0.52,0.32,0.38,0.4,0.92
encog-java.csv,0.26,0.05,0.04,0.05,0.17,0.42,0.15
h2database.csv,0.27,0.24,0.06,0.27,0.04,0.29,0.08
haphazard.csv,0.38,0.31,0.42,0.32,0.16,0.19,0.46
jaql.csv,0.56,0.46,0.23,0.2,0.15,0.35,0.08
raven-monitoring.csv,0.27,0.49,0.29,0.29,0.22,0.56,0.0
v8.csv,0.25,0.29,0.85,0.75,0.94,0.63,0.08
