,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.44,0.6,0.59,0.55,0.73,0.55,0.28
encog-java.csv,0.69,0.07,0.04,0.27,0.38,0.26,0.05
h2database.csv,0.63,0.71,0.13,0.67,0.23,0.27,0.1
haphazard.csv,0.46,0.2,0.66,0.39,0.22,0.58,0.37
jaql.csv,0.7,0.68,0.38,0.65,0.41,0.26,0.36
raven-monitoring.csv,0.34,0.36,0.67,0.4,0.06,0.67,0.24
v8.csv,0.11,0.52,0.42,0.46,0.23,0.49,0.83
