,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.79,0.52,0.44,1.01,0.37,0.64,0.45,0.69,0.38,0.63,0.32,0.72,0.85,0.48,0.47,0.5,0.92,0.57,0.47,0.64
alpine.csv,1.0,0.57,0.53,0.98,0.91,1.0,0.52,0.86,1.0,0.33,0.69,0.72,0.56,0.94,0.41,1.0,0.74,0.86,0.71,1.0
autowikibrowser.csv,0.71,0.57,0.82,0.49,0.49,0.69,0.57,0.67,0.64,0.61,0.49,0.68,0.76,0.62,0.46,0.61,0.68,0.79,0.38,0.49
critterding.csv,0.45,0.64,1.0,0.97,0.9,0.56,0.93,0.85,1.0,0.93,0.94,0.94,0.89,0.96,0.89,0.98,0.66,1.0,0.85,0.83
firebird.csv,0.77,0.51,0.86,0.9,0.36,0.49,0.47,0.46,0.95,0.59,0.45,0.78,0.76,0.63,0.53,0.81,0.7,0.93,0.49,0.5
fmri-dmt.csv,0.9,0.84,0.64,1.09,1.03,0.67,0.86,0.63,0.4,0.92,1.07,0.75,0.76,0.86,0.99,0.68,0.79,0.18,0.98,1.0
genecys.csv,1.0,0.67,0.97,0.83,0.93,0.45,0.93,0.86,0.91,0.94,0.92,0.91,0.91,0.98,0.95,0.82,0.86,0.89,0.65,0.88
hydrogen.csv,0.58,1.0,1.0,1.0,0.25,0.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,1.0,1.0,1.0,1.0
jcae.csv,0.88,0.72,0.3,0.97,0.38,0.73,0.47,0.73,0.7,0.75,0.31,0.84,0.94,0.62,0.52,0.64,0.97,0.87,0.49,0.98
kftpgrabber.csv,0.7,0.77,0.79,1.0,0.82,0.92,0.49,0.89,0.88,0.75,0.64,0.76,0.97,0.69,0.32,0.76,0.85,0.96,0.72,0.96
libarchive.csv,0.74,0.71,0.95,0.77,0.47,0.89,0.82,0.97,0.95,0.71,0.54,0.56,0.69,0.67,0.54,0.84,0.75,0.95,0.45,0.45
mimosa.csv,0.86,0.93,0.52,0.84,0.88,0.9,0.63,0.56,0.26,0.77,0.42,0.94,0.9,0.57,0.72,0.86,0.71,0.77,0.97,0.87
monetdb.csv,0.66,0.53,0.34,0.94,0.46,0.66,0.43,0.57,0.94,0.45,0.4,0.79,0.85,0.4,0.43,0.52,0.84,0.84,0.69,0.8
nosleepsoftware.csv,0.84,0.87,1.0,0.4,1.0,0.97,0.92,0.97,1.0,0.95,0.98,1.0,1.0,1.0,1.0,1.0,0.9,1.01,0.87,0.92
openmsx.csv,0.76,0.95,0.79,0.88,0.93,1.0,0.86,0.78,0.51,0.87,1.0,0.79,0.63,1.0,0.72,0.91,0.52,0.63,0.83,0.76
quarkplayer.csv,0.85,0.92,0.84,1.01,0.98,0.93,0.95,0.96,0.65,0.85,1.0,0.32,0.94,0.88,0.85,0.77,0.86,0.51,0.81,0.84
riff-evolve.csv,0.62,0.6,0.64,1.06,0.4,0.46,0.49,0.39,0.67,0.58,0.3,0.59,0.74,0.53,0.44,0.59,0.76,0.61,0.49,0.62
virtuoso.csv,0.72,0.93,0.99,1.0,0.96,0.63,0.98,0.95,0.98,0.99,0.63,0.89,0.92,0.63,0.97,0.67,0.93,0.94,0.88,0.89
xined.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45,1.0,1.0,1.0,1.0
zoolib.csv,0.82,0.63,0.37,1.09,0.48,0.48,0.55,0.49,0.72,0.74,0.77,0.61,0.39,0.88,0.59,0.49,0.79,0.68,0.54,0.88
