,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.33,0.66,0.32,0.0,0.47,0.77,0.6,0.44,0.71,0.19,0.66,0.12,0.13,0.49,0.57,0.41,0.15,0.23,0.65,0.49
alpine.csv,0.62,0.57,0.25,0.13,0.26,0.93,0.52,0.67,0.62,0.35,0.48,0.12,0.23,0.39,0.64,0.32,0.38,0.16,0.64,0.59
autowikibrowser.csv,0.43,0.61,0.22,0.49,0.39,0.71,0.54,0.54,0.54,0.18,0.57,0.12,0.12,0.41,0.57,0.33,0.44,0.17,0.71,0.6
critterding.csv,0.65,0.56,0.19,0.37,0.25,0.92,0.47,0.64,0.64,0.14,0.46,0.13,0.11,0.39,0.51,0.32,0.46,0.16,0.58,0.56
firebird.csv,0.58,0.62,0.21,0.14,0.5,0.76,0.6,0.7,0.64,0.19,0.56,0.15,0.16,0.45,0.63,0.36,0.41,0.15,0.62,0.67
fmri-dmt.csv,0.46,0.46,0.21,0.19,0.13,0.64,0.24,0.61,0.69,0.08,0.19,0.14,0.18,0.27,0.24,0.35,0.52,0.52,0.5,0.53
genecys.csv,0.58,0.56,0.19,0.39,0.16,0.8,0.49,0.58,0.61,0.14,0.44,0.09,0.09,0.38,0.39,0.28,0.53,0.15,0.52,0.55
hydrogen.csv,0.56,0.69,0.19,0.41,0.58,0.7,0.49,0.66,0.64,0.15,0.45,0.12,0.16,0.38,0.6,0.0,0.58,0.16,0.62,0.59
jcae.csv,0.21,0.41,0.44,0.07,0.61,0.42,0.57,0.41,0.42,0.38,0.68,0.1,0.11,0.46,0.57,0.35,0.06,0.09,0.62,0.04
kftpgrabber.csv,0.46,0.36,0.13,0.0,0.19,0.15,0.55,0.19,0.4,0.27,0.48,0.12,0.04,0.39,0.69,0.23,0.24,0.05,0.41,0.08
libarchive.csv,0.45,0.66,0.19,0.37,0.36,0.91,0.49,0.65,0.63,0.16,0.57,0.17,0.16,0.42,0.55,0.3,0.56,0.17,0.66,0.64
mimosa.csv,0.61,0.65,0.26,0.41,0.23,0.85,0.5,0.66,0.81,0.15,0.58,0.11,0.17,0.43,0.49,0.35,0.48,0.13,0.6,0.59
monetdb.csv,0.46,0.61,0.38,0.12,0.45,0.51,0.6,0.56,0.17,0.33,0.7,0.09,0.1,0.55,0.6,0.44,0.25,0.13,0.43,0.33
nosleepsoftware.csv,0.26,0.22,0.0,0.62,0.0,0.06,0.14,0.06,0.0,0.04,0.03,0.0,0.02,0.0,0.0,0.0,0.18,0.0,0.21,0.14
openmsx.csv,0.39,0.09,0.13,0.25,0.24,0.92,0.29,0.55,0.61,0.09,0.0,0.09,0.18,0.0,0.41,0.34,0.57,0.24,0.55,0.46
quarkplayer.csv,0.25,0.14,0.12,0.0,0.05,0.15,0.1,0.08,0.54,0.1,0.24,0.29,0.09,0.18,0.22,0.22,0.22,0.24,0.3,0.4
riff-evolve.csv,0.52,0.53,0.24,0.0,0.51,0.79,0.56,0.71,0.61,0.2,0.69,0.16,0.3,0.47,0.61,0.41,0.35,0.19,0.62,0.51
virtuoso.csv,0.56,0.68,0.19,0.41,0.22,0.62,0.48,0.64,0.54,0.15,0.52,0.12,0.16,0.42,0.46,0.29,0.57,0.1,0.59,0.19
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0
zoolib.csv,0.29,0.53,0.43,0.0,0.41,0.77,0.5,0.64,0.42,0.13,0.29,0.15,0.34,0.19,0.47,0.43,0.31,0.24,0.58,0.2
