,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.88,0.36,0.55,0.83,0.48,0.36,0.35,0.64,0.49,0.62,0.41,0.51,0.89,0.55,0.48,0.53,0.94,0.55,0.37,0.68
alpine.csv,0.44,0.54,0.49,0.48,0.5,0.44,0.47,0.45,0.37,0.72,0.48,0.68,0.57,0.38,0.42,0.4,0.58,0.33,0.38,0.44
autowikibrowser.csv,0.37,0.35,0.27,0.34,0.47,0.31,0.31,0.38,0.35,0.31,0.36,0.37,0.38,0.32,0.38,0.35,0.38,0.28,0.39,0.44
critterding.csv,0.65,0.58,0.3,0.42,0.51,0.42,0.4,0.48,0.36,0.43,0.44,0.42,0.52,0.4,0.43,0.38,0.63,0.29,0.43,0.46
firebird.csv,0.41,0.43,0.29,0.75,0.5,0.33,0.34,0.45,0.36,0.49,0.48,0.43,0.68,0.33,0.37,0.36,0.53,0.29,0.41,0.47
fmri-dmt.csv,0.62,0.7,0.76,0.56,0.63,0.89,0.98,0.47,0.68,0.69,0.64,0.53,0.63,0.58,0.71,0.56,0.54,0.88,0.45,0.48
genecys.csv,0.44,0.58,0.29,0.47,0.63,0.57,0.41,0.46,0.37,0.44,0.46,0.47,0.58,0.39,0.51,0.42,0.47,0.32,0.47,0.47
hydrogen.csv,0.49,0.39,0.3,0.43,0.59,0.42,0.39,0.42,0.36,0.42,0.43,0.4,0.48,0.39,0.38,0.5,0.4,0.29,0.38,0.44
jcae.csv,0.75,0.71,0.65,0.62,0.59,0.56,0.35,0.84,0.79,0.75,0.41,0.77,0.86,0.89,0.52,0.54,0.5,0.69,0.43,0.0
kftpgrabber.csv,0.49,0.98,0.56,0.5,0.93,0.8,0.44,0.92,0.5,0.9,0.88,0.76,0.93,0.96,0.43,0.56,0.94,0.58,0.7,0.5
libarchive.csv,0.43,0.36,0.3,0.32,0.46,0.43,0.33,0.44,0.37,0.34,0.38,0.4,0.4,0.33,0.38,0.35,0.4,0.29,0.38,0.44
mimosa.csv,0.45,0.41,0.47,0.51,0.56,0.47,0.53,0.54,0.56,0.53,0.56,0.44,0.53,0.52,0.46,0.43,0.61,0.41,0.4,0.48
monetdb.csv,0.72,0.45,0.48,0.0,0.54,0.62,0.44,0.57,0.55,0.84,0.6,0.58,0.68,0.51,0.5,0.35,0.81,0.89,0.55,0.92
nosleepsoftware.csv,0.69,0.98,0.5,0.56,0.0,0.67,0.92,0.83,0.0,0.71,0.92,0.9,0.6,0.67,0.0,0.0,0.69,0.86,0.92,0.88
openmsx.csv,0.5,0.93,0.57,0.51,0.53,0.44,0.59,0.53,0.71,0.61,0.0,0.53,0.76,0.0,0.51,0.41,0.68,0.4,0.43,0.55
quarkplayer.csv,0.83,0.96,0.58,0.86,0.96,0.83,0.94,0.89,0.65,0.96,0.59,0.98,0.93,0.81,0.94,0.82,0.93,0.57,0.94,0.61
riff-evolve.csv,0.75,0.55,0.33,0.69,0.48,0.38,0.39,0.52,0.37,0.6,0.42,0.43,0.96,0.38,0.39,0.32,0.85,0.36,0.44,0.69
virtuoso.csv,0.49,0.4,0.3,0.43,0.53,0.41,0.4,0.45,0.41,0.43,0.47,0.44,0.52,0.77,0.44,0.5,0.43,0.38,0.42,0.93
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0
zoolib.csv,0.86,0.53,0.84,0.65,0.57,0.43,0.56,0.59,0.93,0.8,0.96,0.63,0.97,0.9,0.52,0.56,0.96,0.91,0.56,0.9
