,0,1,2,3,4,5,6,7,8
inkscape.csv,0.0,0.0,0.7,0.0,0.0,0.75,0.2,0.0,0.675
wxcrp.csv,0.33,0.0,0.33,0.33,0.0,0.165,0.33,0.0,0.33
m-m-m.csv,0.2,0.1,0.915,0.185,0.1,0.9,0.0,0.1,0.815
bacula.csv,0.05,0.16,0.8,0.2,0.16,0.75,0.4,0.16,0.8
extprosys.csv,0.1,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.2
lsb.csv,0.0,0.0,0.625,0.375,0.0,0.775,0.5,0.0,0.675
fritzing.csv,0.0,0.43,0.5,0.29,0.43,0.665,0.86,0.43,0.71
robocode.csv,0.25,0.0,0.5,0.165,0.0,0.165,0.0,0.0,0.165
capcode.csv,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openefm.csv,0.0,0.0,0.375,1.0,0.0,0.33,0.29000000000000004,0.0,0.33
etics.csv,0.0,0.25,0.75,0.25,0.25,0.5,0.25,0.25,0.5
novembre.csv,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0
lmms.csv,0.48,0.08,0.7,0.27,0.08,0.665,0.38,0.08,0.665
codeblocks.csv,0.09,0.13,0.75,0.27,0.13,0.7849999999999999,0.5,0.13,0.7849999999999999
ontomorphtab.csv,0.125,0.0,0.71,0.0,0.0,0.54,0.0,0.0,0.875
x-ray-mule.csv,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.835
openintents.csv,0.0,0.0,0.5,0.33,0.0,0.5,0.25,0.0,0.33
atomsite.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bloodycore.csv,0.5,0.07,0.215,0.43,0.07,0.14,0.07,0.07,0.14
checker-framework.csv,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.5
arianne.csv,0.1,0.095,0.55,0.1,0.095,0.575,0.28500000000000003,0.095,0.4
dsworkbench.csv,0.2,0.2,0.9,0.1,0.2,0.8,0.0,0.2,0.9
gogoego.csv,0.355,0.29000000000000004,0.12,0.38,0.29000000000000004,0.12,0.5,0.29000000000000004,0.12
electric-core.csv,0.36,0.15,0.32999999999999996,0.27,0.15,0.39,0.0,0.15,0.28500000000000003
atlc.csv,0.5,0.2,0.75,0.225,0.2,0.75,0.0,0.2,0.675
rosegarden.csv,0.55,0.15000000000000002,0.525,0.55,0.15000000000000002,0.475,0.3,0.15000000000000002,0.475
linuxsh.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
theresa.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jcae.csv,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
dxengine.csv,0.0,0.0,0.41500000000000004,0.0,0.0,0.33,0.33,0.0,0.33
uwom-server.csv,0.5,0.0,0.2,0.33,0.0,0.17,0.25,0.0,0.185
ivatamasks.csv,0.25,0.205,0.7,0.21000000000000002,0.205,0.6499999999999999,0.0,0.205,0.7
playerstage.csv,0.0,0.185,0.67,0.41500000000000004,0.185,0.67,0.085,0.185,0.67
taverna.csv,0.0,0.0,0.33,0.0,0.0,0.165,0.33,0.0,0.165
rtb-team.csv,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
projectts.csv,0.0,0.0,0.5,0.0,0.0,0.5,0.41500000000000004,0.0,0.41500000000000004
autofac.csv,0.0,0.165,0.33,0.0,0.165,0.67,0.41500000000000004,0.165,0.5
nsis.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.11,0.0,1.0
knowledge.csv,0.085,0.085,1.0,0.33,0.085,1.0,0.25,0.085,1.0
esmf.csv,0.0,0.165,0.0,0.29000000000000004,0.165,0.0,0.585,0.165,0.0
abbot.csv,0.5,0.0,0.675,0.675,0.0,0.8,0.0,0.0,0.775
konversation.csv,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.5
arsenal-1.csv,0.67,0.0,0.585,0.0,0.0,0.33,0.0,0.0,0.41500000000000004
utgb.csv,1.0,0.0,0.33,1.0,0.0,0.585,0.125,0.0,0.41500000000000004
taokgame.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openmeetings.csv,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5
nosleepsoftware.csv,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.25
jsidplay2.csv,0.165,0.17,0.83,0.085,0.17,0.83,0.17,0.17,0.915
chipster.csv,0.15500000000000003,0.0,0.55,0.22999999999999998,0.0,0.33,0.14,0.0,0.41500000000000004
badtrinitycore.csv,0.6,0.0,0.5,0.45,0.0,0.4,0.0,0.0,0.325
redshell.csv,0.16,0.135,1.0,0.215,0.135,1.0,0.35,0.135,1.0
zengine.csv,0.29000000000000004,0.0,0.875,0.0,0.0,0.875,0.25,0.0,1.0
javagroups.csv,0.225,0.2,0.25,0.4,0.2,0.4,0.0,0.2,0.325
hazelcast.csv,0.55,0.265,1.0,0.33,0.265,0.9,0.55,0.265,1.0
xuggle.csv,0.5,0.1,0.1,0.45,0.1,0.1,0.0,0.1,0.2
moviesandbox.csv,0.45,0.1,0.6,0.55,0.1,0.675,0.325,0.1,0.55
jrefactory.csv,0.365,0.2,0.8,1.0,0.2,0.6,0.085,0.2,0.7
alembik.csv,0.0,0.0,0.585,0.33,0.0,0.75,0.165,0.0,0.67
mule.csv,0.0,0.28,0.55,0.24,0.28,0.67,0.0,0.28,0.67
aubit4gl.csv,0.2,0.4,0.55,0.55,0.4,0.45,0.9,0.4,0.7
sepgsql.csv,0.33,0.67,0.41500000000000004,0.835,0.67,0.33,0.585,0.67,0.41500000000000004
sblim.csv,0.0,0.585,0.25,1.0,0.585,0.25,0.5,0.585,0.5
pentahoanalysistool.csv,0.585,0.0,0.33,0.41500000000000004,0.0,0.585,0.165,0.0,0.5
rezilla.csv,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.5
pcgen.csv,0.085,0.30000000000000004,0.55,0.2,0.30000000000000004,0.4,0.0,0.30000000000000004,0.365
dvd-create.csv,0.86,0.185,0.87,0.5,0.185,0.86,0.405,0.185,0.86
freenet.csv,0.42,0.405,0.68,0.5,0.405,0.68,0.265,0.405,0.79
ivef-sdk.csv,0.5349999999999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
adonthell.csv,0.17,0.0,0.585,0.165,0.0,0.67,0.67,0.0,0.67
algebsql.csv,1.0,0.0,0.835,0.0,0.0,1.0,0.0,0.0,1.0
