,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.28,0.4,0.1,0.0,0.29,0.2,0.24,0.18,0.97,0.22,0.27,0.39,0.15,0.18,0.19,0.2,0.2,0.19
dvd-create.csv,1.0,0.48,0.21,0.44,0.28,0.66,0.62,0.15,0.55,0.81,0.41,0.83,0.47,0.55,0.47,0.81,0.63,0.79
echongl.csv,0.46,0.37,0.21,0.34,0.16,0.49,0.49,0.36,0.33,1.0,0.34,0.6,0.38,0.48,0.53,0.77,0.52,0.55
empserver.csv,0.39,0.4,0.3,0.4,0.16,0.93,0.36,0.0,0.49,0.54,0.23,0.61,0.46,0.39,0.44,0.5,0.32,0.46
gdis.csv,0.81,0.59,0.2,0.42,0.26,0.61,0.68,0.2,0.56,0.82,0.44,1.0,0.49,0.55,0.73,0.83,0.7,0.77
gmerlin.csv,0.33,0.2,0.32,0.36,0.33,0.42,0.28,0.31,0.27,0.35,0.34,0.67,0.98,0.36,0.39,0.14,0.35,0.34
growl-for-windows.csv,0.23,0.46,0.37,0.42,0.28,0.52,0.3,0.33,0.39,0.08,0.4,0.58,0.0,0.39,0.99,0.11,0.45,0.21
mpgravity.csv,0.66,0.55,0.26,1.0,0.24,0.61,0.62,0.48,0.52,0.61,0.44,0.78,0.43,0.49,0.76,0.7,0.49,0.53
myfaces.csv,0.89,0.15,0.18,0.25,0.96,0.64,0.53,0.24,0.3,0.46,0.23,0.83,0.51,0.27,0.76,0.35,0.32,0.72
nativeclient.csv,0.55,0.53,0.2,0.37,0.35,0.57,0.49,0.19,0.47,0.7,0.41,0.7,0.55,0.58,0.78,0.73,0.98,0.39
passwordsafe.csv,0.76,0.58,0.28,0.32,0.25,0.45,0.61,0.15,0.52,0.7,0.32,0.84,0.35,0.99,0.52,0.75,0.61,0.72
phonon-vlc-mplayer.csv,0.69,1.0,0.2,0.24,0.25,0.63,0.67,0.21,0.54,0.54,0.39,0.71,0.31,0.39,0.73,0.63,0.45,0.78
ppcboot.csv,0.4,0.59,0.08,0.19,0.26,0.44,0.98,0.08,0.43,0.69,0.44,0.45,0.37,0.38,0.43,0.7,0.43,0.59
rtrt-on-gpu.csv,0.15,0.11,0.0,0.11,0.28,0.0,0.14,1.0,0.1,0.19,0.21,0.03,0.09,0.25,0.56,0.25,0.31,0.18
sandiaportals.csv,0.77,0.6,0.25,0.25,0.25,0.6,0.62,0.21,0.5,0.8,0.52,0.75,0.45,0.58,0.49,1.0,0.65,0.69
tktoolkit.csv,0.14,0.16,0.95,0.42,0.14,0.27,0.37,0.35,0.23,0.18,0.26,0.32,0.34,0.18,0.67,0.04,0.37,0.21
ultimairis.csv,0.34,0.48,0.14,0.46,0.16,0.5,0.09,0.22,0.45,0.48,0.97,0.16,0.29,0.54,0.4,0.39,0.56,0.31
wikipediardware.csv,0.84,0.43,0.25,0.35,0.26,0.64,0.55,0.26,0.31,0.82,0.45,0.87,0.56,0.52,0.53,0.81,0.71,0.96
