,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.0,0.02,0.11,0.07,0.17,0.0,0.11,0.0,0.0,0.21,0.05,0.08,0.06,0.03,0.11,0.0,0.03,0.07
dvd-create.csv,0.0,0.52,0.68,0.49,0.68,0.76,0.58,0.54,0.65,0.92,0.71,0.54,0.71,0.55,0.56,0.83,0.74,0.64
echongl.csv,0.67,0.73,0.68,0.66,0.7,0.67,0.41,0.35,0.67,0.0,0.34,0.69,0.79,0.69,0.44,0.94,0.63,0.5
empserver.csv,0.06,0.19,0.3,0.49,0.22,0.0,0.16,0.06,0.5,0.24,0.13,0.31,0.38,0.13,0.17,0.22,0.11,0.43
gdis.csv,0.56,0.39,0.66,0.71,0.83,0.64,0.54,0.92,0.63,0.87,0.62,0.0,0.73,0.51,0.72,0.72,0.52,0.5
gmerlin.csv,0.06,0.16,0.19,0.15,0.17,0.27,0.2,0.02,0.13,0.08,0.15,0.31,0.0,0.07,0.28,0.06,0.11,0.07
growl-for-windows.csv,0.22,0.3,0.11,0.73,0.64,0.27,0.35,0.52,0.54,0.45,0.29,0.31,0.03,0.5,0.0,0.06,0.22,0.29
mpgravity.csv,0.61,0.4,0.46,0.0,0.66,0.58,0.65,0.12,0.67,0.53,0.46,0.38,0.52,0.53,0.33,0.39,0.33,0.43
myfaces.csv,0.78,0.34,0.37,0.22,0.0,0.91,0.91,0.4,0.43,0.13,0.63,0.92,0.58,0.43,0.44,0.67,0.19,0.86
nativeclient.csv,0.17,0.41,0.72,0.46,0.48,0.21,0.47,0.79,0.63,0.82,0.55,0.08,0.36,0.45,0.61,0.22,0.01,0.5
passwordsafe.csv,0.28,0.26,0.28,0.34,0.57,0.45,0.48,0.29,0.67,0.61,0.11,0.62,0.53,0.0,0.5,0.5,0.55,0.43
phonon-vlc-mplayer.csv,0.33,0.0,0.19,0.07,0.6,0.42,0.63,0.15,0.22,0.68,0.34,0.46,0.35,0.22,0.5,0.22,0.31,0.64
ppcboot.csv,0.28,0.12,0.29,0.17,0.67,0.3,0.0,0.31,0.2,0.37,0.15,0.08,0.39,0.26,0.22,0.28,0.37,0.5
rtrt-on-gpu.csv,0.11,0.49,0.0,0.15,0.09,0.03,0.1,0.0,0.39,0.16,0.13,0.15,0.15,0.31,0.44,0.22,0.33,0.14
sandiaportals.csv,0.44,0.36,0.89,0.05,0.93,0.61,0.38,0.52,0.74,0.87,0.21,0.77,0.62,0.4,0.72,0.0,0.61,0.43
tktoolkit.csv,0.17,0.26,0.0,0.17,0.58,0.06,0.23,0.08,0.24,0.05,0.2,0.38,0.24,0.23,0.33,0.11,0.36,0.29
ultimairis.csv,0.0,0.37,0.46,0.37,0.41,0.45,0.06,0.48,0.54,0.21,0.0,0.0,0.39,0.29,0.22,0.06,0.74,0.43
wikipediardware.csv,0.83,0.69,0.85,0.95,0.86,0.79,0.64,0.92,0.74,1.0,0.92,0.54,0.7,0.69,0.78,0.61,0.78,0.07
