,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,1.0,0.86,0.11,0.0,0.25,1.0,0.61,1.0,1.0,0.62,0.62,0.93,0.43,0.67,0.67,1.0,0.85,0.8
dvd-create.csv,1.0,0.35,0.12,0.31,0.17,0.55,0.57,0.1,0.39,0.72,0.3,0.87,0.34,0.43,0.58,0.75,0.58,0.78
echongl.csv,0.68,0.25,0.12,0.23,0.1,0.46,0.54,0.26,0.24,1.0,0.33,0.76,0.28,0.36,0.67,0.72,0.54,0.71
empserver.csv,0.95,0.43,0.21,0.29,0.13,1.0,0.63,0.0,0.38,0.82,0.36,0.87,0.4,0.57,0.79,0.83,0.73,0.68
gdis.csv,0.85,0.45,0.12,0.28,0.15,0.54,0.61,0.12,0.4,0.74,0.33,1.0,0.35,0.44,0.68,0.78,0.67,0.8
gmerlin.csv,0.94,0.27,0.25,0.4,0.28,0.57,0.52,0.67,0.4,0.88,0.45,0.89,1.0,0.67,0.67,0.8,0.75,0.89
growl-for-windows.csv,0.71,0.4,0.35,0.27,0.17,0.64,0.43,0.22,0.31,0.23,0.39,0.86,0.0,0.34,1.0,0.75,0.69,0.56
mpgravity.csv,0.79,0.42,0.16,1.0,0.14,0.56,0.55,0.45,0.37,0.72,0.36,0.89,0.35,0.4,0.81,0.82,0.63,0.73
myfaces.csv,0.83,0.15,0.12,0.25,0.98,0.51,0.44,0.17,0.26,0.86,0.19,0.8,0.39,0.27,0.77,0.54,0.63,0.7
nativeclient.csv,0.91,0.4,0.12,0.27,0.22,0.71,0.52,0.12,0.34,0.69,0.32,0.97,0.47,0.48,0.73,0.89,0.99,0.61
passwordsafe.csv,0.91,0.49,0.2,0.26,0.15,0.5,0.59,0.12,0.37,0.74,0.5,0.85,0.29,1.0,0.64,0.8,0.62,0.81
phonon-vlc-mplayer.csv,0.88,1.0,0.17,0.4,0.15,0.62,0.58,0.22,0.52,0.64,0.36,0.85,0.3,0.46,0.74,0.87,0.62,0.77
ppcboot.csv,0.8,0.63,0.06,0.22,0.15,0.57,1.0,0.06,0.47,0.81,0.53,0.94,0.33,0.43,0.73,0.86,0.57,0.73
rtrt-on-gpu.csv,0.75,0.09,0.0,0.14,0.32,0.0,0.48,1.0,0.1,0.65,0.33,0.33,0.17,0.29,0.68,0.67,0.49,0.67
sandiaportals.csv,0.86,0.46,0.14,0.5,0.14,0.55,0.64,0.14,0.35,0.73,0.52,0.8,0.34,0.49,0.55,1.0,0.62,0.79
tktoolkit.csv,0.67,0.17,1.0,0.42,0.09,0.75,0.57,0.43,0.27,0.83,0.32,0.71,0.38,0.26,0.78,0.33,0.53,0.56
ultimairis.csv,1.0,0.38,0.09,0.35,0.11,0.53,0.46,0.15,0.34,0.81,1.0,1.0,0.28,0.52,0.71,0.93,0.54,0.57
wikipediardware.csv,0.81,0.3,0.14,0.22,0.15,0.53,0.51,0.15,0.23,0.72,0.3,0.88,0.39,0.39,0.56,0.8,0.61,0.97
