,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.19,0.3,0.11,0.0,0.4,0.13,0.18,0.12,0.96,0.16,0.2,0.29,0.11,0.13,0.13,0.13,0.15,0.13
dvd-create.csv,1.0,0.69,0.54,0.69,0.64,0.56,0.61,0.32,0.71,0.3,0.53,0.69,0.57,0.66,0.4,0.48,0.52,0.65
echongl.csv,0.35,0.52,0.54,0.56,0.43,0.47,0.46,0.61,0.45,1.0,0.4,0.44,0.45,0.56,0.46,0.23,0.47,0.46
empserver.csv,0.28,0.43,0.55,0.63,0.25,0.88,0.29,0.0,0.65,0.44,0.2,0.5,0.55,0.35,0.35,0.4,0.24,0.37
gdis.csv,0.67,0.8,0.53,0.64,0.49,0.58,0.67,0.26,0.72,0.42,0.58,1.0,0.58,0.66,0.57,0.62,0.66,0.68
gmerlin.csv,0.24,0.19,0.47,0.38,0.47,0.37,0.22,0.24,0.24,0.26,0.32,0.56,0.98,0.29,0.32,0.1,0.26,0.25
growl-for-windows.csv,0.17,0.57,0.44,0.62,0.65,0.48,0.26,0.64,0.53,0.06,0.44,0.47,0.0,0.47,0.98,0.07,0.37,0.16
mpgravity.csv,0.52,0.75,0.59,1.0,0.57,0.6,0.59,0.55,0.67,0.52,0.56,0.68,0.54,0.59,0.71,0.6,0.44,0.44
myfaces.csv,0.57,0.19,0.38,0.29,0.95,0.32,0.29,0.43,0.38,0.36,0.33,0.29,0.65,0.31,0.7,0.27,0.26,0.4
nativeclient.csv,0.44,0.73,0.51,0.57,0.75,0.51,0.47,0.39,0.62,0.45,0.54,0.59,0.66,0.69,0.68,0.65,0.97,0.32
passwordsafe.csv,0.66,0.71,0.51,0.45,0.59,0.44,0.6,0.23,0.67,0.59,0.27,0.67,0.45,0.98,0.45,0.65,0.57,0.64
phonon-vlc-mplayer.csv,0.59,1.0,0.3,0.2,0.6,0.63,0.64,0.24,0.58,0.42,0.46,0.59,0.35,0.37,0.66,0.53,0.39,0.64
ppcboot.csv,0.31,0.59,0.16,0.2,0.61,0.4,0.97,0.12,0.44,0.61,0.43,0.35,0.44,0.39,0.35,0.6,0.38,0.5
rtrt-on-gpu.csv,0.1,0.15,0.0,0.1,0.29,0.0,0.1,1.0,0.12,0.13,0.18,0.02,0.07,0.27,0.49,0.18,0.25,0.13
sandiaportals.csv,0.66,0.79,0.38,0.2,0.27,0.59,0.6,0.41,0.6,0.41,0.55,0.5,0.58,0.68,0.39,1.0,0.59,0.6
tktoolkit.csv,0.1,0.17,0.93,0.47,0.36,0.2,0.31,0.35,0.23,0.12,0.25,0.24,0.35,0.17,0.6,0.02,0.33,0.16
ultimairis.csv,0.24,0.62,0.33,0.66,0.34,0.48,0.06,0.42,0.6,0.38,0.95,0.11,0.34,0.58,0.32,0.29,0.47,0.24
wikipediardware.csv,0.47,0.6,0.46,0.21,0.44,0.52,0.53,0.29,0.42,0.0,0.29,0.73,0.66,0.6,0.4,0.68,0.54,0.95
