,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,6.0,150.0,2.0,0.0
emftriple.csv,86.0,0.0,183.0,9.0
fluent-nhibernate.csv,4.0,150.0,0.0,8.0
gpsmid.csv,0.0,12.0,10.0,0.0
