,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.65,0.0,0.46,0.97
emftriple.csv,0.0,1.0,0.0,0.22
fluent-nhibernate.csv,0.26,0.0,0.95,0.13
gpsmid.csv,0.97,0.11,0.82,0.61
