,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.54,0.99,0.46,0.25,0.51,0.41
empyrean.csv,0.98,0.55,0.43,0.13,0.58,0.36
impala.csv,0.58,0.57,0.2,0.96,0.54,0.43
multitude.csv,0.64,0.62,0.55,0.16,0.98,0.53
nutz.csv,0.62,0.43,0.97,0.16,0.62,0.47
pi-qmc.csv,0.42,0.51,0.51,0.13,0.45,1.0
