,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.62,1.0,0.45,0.15,0.51,0.27
empyrean.csv,1.0,0.47,0.36,0.08,0.55,0.29
impala.csv,0.67,0.45,0.14,1.0,0.47,0.4
multitude.csv,0.68,0.5,0.47,0.1,0.98,0.48
nutz.csv,0.68,0.73,1.0,0.11,0.62,0.34
pi-qmc.csv,0.63,0.61,0.4,0.09,0.62,1.0
