,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.74,0.02,0.57,0.61,0.73,0.88
empyrean.csv,0.04,0.72,0.57,0.84,0.68,0.69
impala.csv,0.67,0.88,1.01,0.08,0.89,0.61
multitude.csv,0.66,0.73,0.42,0.77,0.04,0.48
nutz.csv,0.64,0.7,0.06,0.78,0.57,0.63
pi-qmc.csv,0.76,0.61,0.48,0.82,0.69,0.0
