,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.48,0.98,0.46,0.68,0.51,0.82
empyrean.csv,0.96,0.65,0.54,0.28,0.62,0.45
impala.csv,0.51,0.79,0.35,0.92,0.65,0.45
multitude.csv,0.61,0.81,0.68,0.36,0.97,0.59
nutz.csv,0.57,0.31,0.94,0.28,0.62,0.77
pi-qmc.csv,0.32,0.44,0.68,0.28,0.35,1.0
