,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.84,0.59,0.31,0.4,0.53
n2cms.csv,0.54,0.39,0.34,0.36,0.38
nassp.csv,0.79,0.92,0.47,0.53,0.69
nug.csv,0.45,0.89,0.7,0.89,0.63
oorexx.csv,0.88,0.43,0.39,0.45,0.43
