,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.29,0.66,0.45,0.7,0.37
n2cms.csv,0.72,0.69,0.4,0.68,0.6
nassp.csv,0.31,0.33,0.5,0.76,0.29
nug.csv,0.61,0.09,0.75,0.29,0.57
oorexx.csv,0.25,0.73,0.44,0.73,0.7
