,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.62,0.18,0.18,0.92,0.15,0.18,0.79,0.57,0.88,0.67,0.71,0.53,0.5,0.47,0.69,0.75,0.22,0.6
brlcad.csv,0.95,0.75,1.0,0.17,0.55,0.09,0.79,0.37,0.21,0.22,0.11,0.17,0.12,0.17,0.23,0.57,0.07,0.4
genoviz.csv,0.18,0.05,0.0,0.17,0.0,0.02,0.26,0.06,0.29,0.31,0.2,0.09,0.12,0.02,0.15,0.0,0.12,1.0
gnupdate.csv,0.87,0.83,0.45,1.0,0.8,0.36,0.63,0.57,0.83,0.58,0.38,0.48,0.27,0.63,0.69,0.68,0.31,0.6
google-gears.csv,0.31,0.66,0.27,1.0,0.85,0.64,0.89,0.97,0.96,0.36,0.67,0.94,0.92,0.69,0.73,0.96,0.96,0.6
konversation.csv,0.77,0.32,0.45,0.75,0.8,0.45,0.53,0.77,0.62,0.44,0.4,0.58,0.38,0.61,0.54,0.6,0.3,0.4
linux-ntfs.csv,0.56,0.4,0.18,0.17,0.05,0.78,0.58,0.31,0.44,0.67,0.95,0.36,0.81,0.42,0.69,0.42,0.55,1.0
linuxsh.csv,0.87,0.39,0.73,0.08,0.35,0.03,0.37,0.29,0.32,0.25,0.13,0.17,0.12,0.11,0.08,0.36,0.04,0.2
modplug.csv,0.97,0.93,1.0,0.83,0.95,0.75,0.95,0.97,0.91,0.94,0.82,0.94,0.88,0.83,0.85,0.92,0.9,1.0
nativeclient.csv,0.49,0.69,0.64,0.83,0.85,0.35,0.84,0.77,0.78,0.81,0.56,0.73,0.54,0.68,0.88,0.66,0.63,0.8
ogre.csv,0.08,0.36,0.27,0.92,0.3,0.94,0.58,0.43,0.62,0.39,0.49,0.59,0.62,0.89,0.81,0.66,0.84,0.4
openfrag.csv,1.0,0.8,0.82,0.67,0.8,0.13,1.0,0.6,0.76,0.86,0.65,0.74,0.58,0.46,0.96,0.81,0.42,0.8
projecteqemu.csv,0.82,0.74,0.91,0.58,0.55,0.09,0.58,0.89,0.73,0.75,0.49,0.18,0.35,0.25,0.58,0.3,0.46,1.0
qse.csv,0.85,0.1,0.09,0.67,0.3,0.14,0.21,0.83,0.89,0.75,0.56,0.39,0.42,0.43,0.38,0.25,0.12,0.6
sandiaportals.csv,1.0,0.95,1.0,0.75,0.7,0.13,0.89,0.94,0.78,0.94,0.53,0.65,0.5,0.5,0.69,0.83,0.49,1.0
sauerbraten.csv,0.79,0.96,1.0,1.0,1.0,0.98,1.0,1.0,0.83,0.97,1.0,0.98,0.96,0.96,1.0,1.0,1.0,0.2
turbotrader-bos.csv,0.82,0.29,0.36,0.58,0.35,0.07,0.58,0.77,0.7,0.67,0.42,0.38,0.5,0.21,0.54,0.55,0.16,0.6
xapian.csv,0.46,0.47,0.64,0.75,0.6,0.31,0.95,0.77,0.74,0.89,0.73,0.89,0.73,0.79,0.88,0.43,0.85,0.8
