,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.68,0.23,0.39,0.73,0.68,0.62,0.72,0.53,0.58
ctrlr.csv,0.29,0.13,0.0,0.3,0.78,0.29,0.47,0.44,0.47
customsagetv.csv,0.06,0.17,0.9,0.04,0.12,0.01,0.04,0.04,0.49
glas.csv,0.64,0.69,0.54,0.54,0.61,0.62,0.66,0.5,0.56
octave.csv,0.45,0.23,0.28,0.42,0.17,0.35,0.46,0.51,0.26
tango-cs.csv,0.58,0.46,0.39,0.51,0.7,0.39,0.42,0.59,0.58
xcf.csv,0.64,0.56,0.85,0.61,0.55,0.56,0.68,0.78,0.53
xfce.csv,0.52,0.65,0.5,0.59,0.22,0.64,0.47,0.54,0.57
zildo.csv,0.49,0.7,0.8,0.63,0.31,0.6,0.1,0.38,0.55
