,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.5,0.49,0.25,0.0,0.54,0.74,0.39,0.53,0.18,0.38,0.42,0.46,0.19,0.72
autowikibrowser.csv,0.31,0.56,0.1,0.36,0.49,0.3,0.33,0.22,0.44,0.24,0.15,0.0,0.38,0.03
cities3d.csv,0.08,0.02,0.2,0.82,0.1,0.0,0.22,0.18,0.13,0.86,0.18,0.09,0.03,0.16
kmatplot.csv,0.0,0.09,0.05,0.12,0.12,0.22,0.0,0.14,0.13,0.02,0.03,0.07,0.09,0.07
libarchive.csv,0.28,0.3,0.0,0.34,0.37,0.3,0.28,0.28,0.36,0.19,0.27,0.28,0.16,0.01
lphant.csv,0.12,0.35,0.55,0.61,0.34,0.37,0.28,0.14,0.39,0.39,0.0,0.44,0.25,0.15
mob-sen-plat.csv,0.43,0.79,0.0,0.54,0.54,0.62,0.53,0.49,0.43,0.49,0.67,0.33,0.56,0.26
mscore.csv,0.77,0.63,0.2,0.42,0.61,0.41,0.64,0.02,0.54,0.44,0.21,0.26,0.28,0.44
pidgin.csv,0.72,0.56,0.65,0.56,0.46,0.7,0.0,0.51,0.79,0.57,0.82,0.57,0.53,0.51
quickfast.csv,0.72,0.63,0.5,0.57,0.49,0.36,0.78,0.64,0.54,0.41,0.85,0.72,0.0,0.63
raygina.csv,0.48,0.0,0.15,0.3,0.34,0.34,0.73,0.51,0.44,0.27,0.42,0.41,0.34,0.96
riff-evolve.csv,0.54,0.53,0.3,0.44,0.51,0.37,0.83,0.38,0.48,0.0,0.33,0.43,0.22,0.9
upp-mirror.csv,0.12,0.21,0.1,0.05,0.0,0.16,0.2,0.19,0.3,0.04,0.06,0.22,0.12,0.03
wishmaster.csv,0.39,0.26,0.35,0.24,0.27,0.23,0.47,0.41,0.0,0.12,0.3,0.39,0.06,0.46
