,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.55,0.52,0.67,0.96,0.56,0.78,0.51,0.74,0.07,0.54,0.86,0.7,0.26,0.73
autowikibrowser.csv,0.66,0.56,0.24,0.64,0.64,0.7,0.64,0.51,0.57,0.31,0.45,0.95,0.66,0.33
cities3d.csv,0.31,0.16,0.06,0.68,0.16,0.89,0.2,0.24,0.07,0.77,0.18,0.18,0.13,0.31
kmatplot.csv,0.97,0.12,0.03,0.21,0.3,0.32,0.05,0.22,0.14,0.08,0.09,0.18,0.17,0.29
libarchive.csv,0.66,0.56,0.3,0.58,0.53,0.73,0.48,0.56,0.43,0.25,0.41,0.55,0.38,0.94
lphant.csv,0.48,0.48,0.73,0.74,0.59,0.68,0.58,0.32,0.36,0.42,0.91,0.66,0.45,0.53
mob-sen-plat.csv,0.55,0.76,0.94,0.57,0.59,0.51,0.78,0.7,0.43,0.53,0.73,0.64,0.74,0.51
mscore.csv,0.62,0.6,0.27,0.52,0.75,0.84,0.73,0.99,0.5,0.37,0.36,0.41,0.62,0.41
pidgin.csv,0.72,0.68,0.7,0.7,0.5,0.84,0.99,0.69,0.79,0.73,0.82,0.7,0.53,0.71
quickfast.csv,0.9,0.96,0.3,0.67,0.8,0.62,0.86,0.76,0.71,0.47,0.95,0.84,1.0,0.88
raygina.csv,0.59,0.88,0.18,0.47,0.44,0.78,0.85,0.6,0.5,0.4,0.5,0.55,0.51,0.98
riff-evolve.csv,0.83,0.68,0.45,0.59,0.69,0.62,0.8,0.6,0.5,0.99,0.45,0.7,0.57,0.94
upp-mirror.csv,0.45,0.4,0.12,0.13,1.0,0.14,0.37,0.37,0.36,0.14,0.27,0.3,0.38,0.2
wishmaster.csv,0.34,0.12,0.39,0.32,0.36,0.22,0.36,0.38,0.86,0.14,0.32,0.41,0.17,0.43
